 ,Label,Area,Mean,Min,Max,X,Y,
1282,,8.116E-5,255,255,255,8.336,2.230,
1283,,1.015E-4,255,255,255,3.985,2.234,
1284,,6.087E-5,255,255,255,5.133,2.232,
1285,,6.087E-5,255,255,255,5.160,2.232,
1286,,1.015E-4,255,255,255,6.795,2.241,
1287,,4.058E-5,255,255,255,2.784,2.241,
1288,,4.058E-5,255,255,255,4.081,2.241,
1289,,2.029E-5,255,255,255,1.606,2.245,
1290,,4.058E-5,255,255,255,2.748,2.245,
1291,,2.029E-5,255,255,255,2.056,2.259,
1292,,8.116E-5,255,255,255,5.739,2.261,
1293,,6.087E-5,255,255,255,7.977,2.262,
1294,,4.058E-5,255,255,255,6.459,2.264,
1295,,4.058E-5,255,255,255,7.991,2.266,
1296,,2.029E-5,255,255,255,1.741,2.268,
1297,,2.029E-5,255,255,255,2.205,2.273,
1298,,4.058E-5,255,255,255,3.955,2.273,
1299,,4.058E-5,255,255,255,5.090,2.273,
1300,,8.116E-5,255,255,255,5.640,2.275,
1301,,2.029E-5,255,255,255,7.962,2.273,
1302,,6.087E-5,255,255,255,2.723,2.277,
1303,,4.058E-5,255,255,255,3.063,2.277,
1304,,1.217E-4,255,255,255,4.351,2.279,
1305,,4.058E-5,255,255,255,4.414,2.277,
1306,,4.058E-5,255,255,255,5.036,2.277,
1307,,4.058E-5,255,255,255,5.383,2.277,
1308,,1.623E-4,255,255,255,5.764,2.281,
1309,,2.029E-5,255,255,255,6.984,2.277,
1310,,4.058E-5,255,255,255,6.995,2.277,
1311,,2.029E-5,255,255,255,7.025,2.277,
1312,,4.058E-5,255,255,255,3.586,2.282,
1313,,2.029E-5,255,255,255,0.615,2.286,
1314,,2.029E-5,255,255,255,1.705,2.295,
1315,,4.058E-5,255,255,255,3.036,2.295,
1316,,3.652E-4,255,255,255,5.126,2.302,
1317,,2.029E-5,255,255,255,1.502,2.300,
1318,,2.029E-5,255,255,255,7.912,2.300,
1319,,2.029E-5,255,255,255,1.939,2.304,
1320,,4.058E-5,255,255,255,5.721,2.304,
1321,,8.116E-5,255,255,255,6.288,2.306,
1322,,4.058E-5,255,255,255,2.721,2.309,
1323,,8.116E-5,255,255,255,3.020,2.311,
1324,,6.087E-5,255,255,255,1.923,2.315,
1325,,1.217E-4,255,255,255,5.135,2.318,
1326,,2.029E-5,255,255,255,1.259,2.318,
1327,,4.058E-5,255,255,255,1.396,2.318,
1328,,8.116E-5,255,255,255,5.225,2.324,
1329,,4.058E-5,255,255,255,3.428,2.327,
1330,,2.029E-5,255,255,255,6.935,2.327,
1331,,4.058E-5,255,255,255,4.005,2.331,
1332,,4.058E-5,255,255,255,4.018,2.336,
1333,,4.058E-5,255,255,255,5.338,2.336,
1334,,2.029E-5,255,255,255,7.633,2.336,
1335,,4.058E-5,255,255,255,5.117,2.340,
1336,,8.116E-5,255,255,255,2.597,2.347,
1337,,4.058E-5,255,255,255,2.712,2.349,
1338,,2.029E-5,255,255,255,0.926,2.354,
1339,,2.029E-5,255,255,255,1.029,2.354,
1340,,4.058E-5,255,255,255,1.892,2.354,
1341,,8.116E-5,255,255,255,2.667,2.356,
1342,,4.058E-5,255,255,255,4.752,2.354,
1343,,4.058E-5,255,255,255,4.757,2.363,
1344,,2.029E-5,255,255,255,2.250,2.367,
1345,,2.029E-5,255,255,255,7.034,2.367,
1346,,4.058E-5,255,255,255,2.748,2.372,
1347,,4.058E-5,255,255,255,5.378,2.376,
1348,,4.058E-5,255,255,255,6.401,2.376,
1349,,2.029E-5,255,255,255,1.908,2.381,
1350,,4.058E-5,255,255,255,2.734,2.381,
1351,,4.058E-5,255,255,255,5.243,2.381,
1352,,4.058E-5,255,255,255,0.653,2.385,
1353,,2.029E-5,255,255,255,1.867,2.399,
1354,,2.029E-5,255,255,255,1.962,2.399,
1355,,1.015E-4,255,255,255,6.483,2.405,
1356,,4.058E-5,255,255,255,2.599,2.408,
1357,,8.116E-5,255,255,255,2.572,2.414,
1358,,2.029E-5,255,255,255,6.863,2.417,
1359,,2.029E-5,255,255,255,8.137,2.417,
1360,,4.058E-5,255,255,255,1.288,2.421,
1361,,4.058E-5,255,255,255,5.279,2.421,
1362,,2.029E-5,255,255,255,1.255,2.426,
1363,,4.058E-5,255,255,255,2.748,2.426,
1364,,4.058E-5,255,255,255,5.302,2.426,
1365,,2.029E-5,255,255,255,7.137,2.426,
1366,,4.058E-5,255,255,255,0.905,2.437,
1367,,4.058E-5,255,255,255,2.662,2.435,
1368,,2.029E-5,255,255,255,6.840,2.435,
1369,,2.029E-5,255,255,255,1.205,2.439,
1370,,4.058E-5,255,255,255,2.054,2.453,
1371,,4.058E-5,255,255,255,2.284,2.453,
1372,,4.058E-5,255,255,255,5.252,2.457,
1373,,4.058E-5,255,255,255,5.896,2.457,
1374,,4.058E-5,255,255,255,6.984,2.459,
1375,,2.029E-5,255,255,255,7.182,2.457,
1376,,2.029E-5,255,255,255,1.642,2.462,
1377,,4.058E-5,255,255,255,5.703,2.462,
1378,,4.058E-5,255,255,255,6.950,2.466,
1379,,2.029E-5,255,255,255,7.705,2.466,
1380,,6.087E-5,255,255,255,6.938,2.474,
1381,,2.029E-5,255,255,255,1.574,2.475,
1382,,1.015E-4,255,255,255,2.943,2.477,
1383,,2.029E-5,255,255,255,7.259,2.475,
1384,,2.029E-5,255,255,255,0.534,2.480,
1385,,2.029E-5,255,255,255,1.809,2.480,
1386,,1.015E-4,255,255,255,3.275,2.482,
1387,,4.058E-5,255,255,255,6.153,2.480,
1388,,8.116E-5,255,255,255,6.922,2.484,
1389,,4.058E-5,255,255,255,7.088,2.482,
1390,,2.029E-5,255,255,255,7.196,2.480,
1391,,4.058E-5,255,255,255,2.833,2.484,
1392,,8.116E-5,255,255,255,3.306,2.486,
1393,,4.058E-5,255,255,255,4.311,2.484,
1394,,4.058E-5,255,255,255,7.054,2.486,
1395,,4.058E-5,255,255,255,8.207,2.484,
1396,,2.029E-5,255,255,255,1.309,2.489,
1397,,1.217E-4,255,255,255,6.863,2.497,
1398,,6.087E-5,255,255,255,7.151,2.493,
1399,,8.116E-5,255,255,255,5.860,2.495,
1400,,2.029E-5,255,255,255,7.079,2.493,
1401,,2.029E-5,255,255,255,7.714,2.493,
1402,,2.029E-5,255,255,255,1.800,2.498,
1403,,1.015E-4,255,255,255,2.179,2.500,
1404,,4.058E-5,255,255,255,6.885,2.500,
1405,,4.058E-5,255,255,255,6.932,2.498,
1406,,2.029E-5,255,255,255,7.070,2.498,
1407,,4.058E-5,255,255,255,1.982,2.502,
1408,,4.058E-5,255,255,255,2.505,2.502,
1409,,1.015E-4,255,255,255,4.618,2.505,
1410,,4.058E-5,255,255,255,5.883,2.502,
1411,,4.058E-5,255,255,255,6.212,2.502,
1412,,2.029E-5,255,255,255,6.854,2.502,
1413,,4.058E-5,255,255,255,5.910,2.507,
1414,,2.029E-5,255,255,255,7.146,2.507,
1415,,8.116E-5,255,255,255,5.617,2.514,
1416,,6.087E-5,255,255,255,7.110,2.516,
1417,,8.116E-5,255,255,255,7.807,2.512,
1418,,1.826E-4,255,255,255,6.892,2.524,
1419,,2.029E-5,255,255,255,6.962,2.516,
1420,,4.058E-5,255,255,255,2.995,2.520,
1421,,2.029E-5,255,255,255,6.556,2.520,
1422,,1.015E-4,255,255,255,7.189,2.526,
1423,,1.015E-4,255,255,255,7.782,2.522,
1424,,2.029E-5,255,255,255,0.795,2.525,
1425,,4.058E-5,255,255,255,6.505,2.529,
1426,,4.058E-5,255,255,255,4.802,2.538,
1427,,4.058E-5,255,255,255,6.270,2.538,
1428,,4.058E-5,255,255,255,7.140,2.538,
1429,,1.015E-4,255,255,255,7.527,2.544,
1430,,2.029E-5,255,255,255,7.691,2.538,
1431,,8.116E-5,255,255,255,5.054,2.545,
1432,,2.029E-5,255,255,255,7.151,2.543,
1433,,4.058E-5,255,255,255,6.099,2.552,
1434,,2.029E-5,255,255,255,7.187,2.552,
1435,,4.058E-5,255,255,255,3.203,2.556,
1436,,4.058E-5,255,255,255,5.703,2.556,
1437,,2.029E-5,255,255,255,7.164,2.556,
1438,,4.058E-5,255,255,255,4.842,2.561,
1439,,4.058E-5,255,255,255,3.167,2.565,
1440,,4.058E-5,255,255,255,5.027,2.570,
1441,,2.029E-5,255,255,255,1.435,2.574,
1442,,2.029E-5,255,255,255,2.349,2.574,
1443,,4.058E-5,255,255,255,6.536,2.574,
1444,,4.058E-5,255,255,255,3.248,2.579,
1445,,2.029E-5,255,255,255,7.115,2.579,
1446,,8.116E-5,255,255,255,4.232,2.586,
1447,,4.058E-5,255,255,255,5.977,2.588,
1448,,4.058E-5,255,255,255,6.081,2.588,
1449,,2.029E-5,255,255,255,7.016,2.588,
1450,,4.058E-5,255,255,255,8.144,2.590,
1451,,6.087E-5,255,255,255,4.498,2.592,
1452,,4.058E-5,255,255,255,0.529,2.599,
1453,,8.116E-5,255,255,255,0.777,2.602,
1454,,2.029E-5,255,255,255,1.142,2.597,
1455,,8.116E-5,255,255,255,2.982,2.597,
1456,,6.087E-5,255,255,255,4.714,2.597,
1457,,2.029E-5,255,255,255,2.205,2.601,
1458,,4.058E-5,255,255,255,3.216,2.601,
1459,,4.058E-5,255,255,255,4.950,2.601,
1460,,4.058E-5,255,255,255,7.984,2.608,
1461,,4.058E-5,255,255,255,1.036,2.610,
1462,,2.029E-5,255,255,255,1.250,2.610,
1463,,2.029E-5,255,255,255,1.939,2.610,
1464,,2.029E-5,255,255,255,1.948,2.610,
1465,,4.058E-5,255,255,255,2.779,2.610,
1466,,6.087E-5,255,255,255,3.525,2.610,
1467,,8.116E-5,255,255,255,4.491,2.622,
1468,,2.029E-5,255,255,255,1.390,2.624,
1469,,4.058E-5,255,255,255,2.991,2.624,
1470,,4.058E-5,255,255,255,3.392,2.624,
1471,,4.058E-5,255,255,255,5.829,2.624,
1472,,2.029E-5,255,255,255,7.052,2.624,
1473,,4.058E-5,255,255,255,2.739,2.628,
1474,,8.116E-5,255,255,255,3.946,2.635,
1475,,4.058E-5,255,255,255,7.041,2.635,
1476,,0.024,255,255,255,2.732,2.713,
1477,,2.029E-5,255,255,255,8.079,2.637,
1478,,2.029E-5,255,255,255,0.574,2.642,
1479,,2.029E-5,255,255,255,1.011,2.642,
1480,,2.029E-5,255,255,255,1.890,2.642,
1481,,4.058E-5,255,255,255,5.477,2.642,
1482,,2.029E-5,255,255,255,1.074,2.646,
1483,,4.058E-5,255,255,255,2.653,2.646,
1484,,2.029E-5,255,255,255,1.444,2.651,
1485,,2.029E-5,255,255,255,1.849,2.651,
1486,,2.638E-4,255,255,255,1.976,2.663,
1487,,2.029E-5,255,255,255,2.318,2.655,
1488,,2.029E-5,255,255,255,2.079,2.660,
1489,,4.058E-5,255,255,255,5.955,2.660,
1490,,6.087E-5,255,255,255,7.828,2.661,
1491,,6.087E-5,255,255,255,2.858,2.664,
1492,,4.058E-5,255,255,255,3.486,2.664,
1493,,2.029E-5,255,255,255,7.358,2.664,
1494,,4.058E-5,255,255,255,2.928,2.669,
1495,,2.029E-5,255,255,255,8.457,2.669,
1496,,2.029E-5,255,255,255,2.245,2.673,
1497,,1.623E-4,255,255,255,2.043,2.685,
1498,,4.058E-5,255,255,255,4.986,2.678,
1499,,8.116E-5,255,255,255,6.432,2.680,
1500,,2.029E-5,255,255,255,1.597,2.682,
1501,,6.087E-5,255,255,255,2.935,2.682,
1502,,4.058E-5,255,255,255,4.536,2.682,
1503,,8.116E-5,255,255,255,6.189,2.685,
1504,,2.029E-5,255,255,255,6.903,2.682,
1505,,2.029E-5,255,255,255,8.074,2.682,
1506,,2.029E-5,255,255,255,8.601,2.682,
1507,,4.058E-5,255,255,255,3.775,2.687,
1508,,4.058E-5,255,255,255,6.536,2.687,
1509,,2.029E-5,255,255,255,7.894,2.687,
1510,,4.058E-5,255,255,255,3.270,2.691,
1511,,2.029E-5,255,255,255,1.358,2.696,
1512,,4.058E-5,255,255,255,2.919,2.696,
1513,,4.058E-5,255,255,255,2.070,2.707,
1514,,2.029E-5,255,255,255,2.061,2.714,
1515,,1.623E-4,255,255,255,5.462,2.718,
1516,,1.015E-4,255,255,255,6.479,2.717,
1517,,4.058E-5,255,255,255,6.113,2.718,
1518,,2.029E-5,255,255,255,2.052,2.723,
1519,,4.058E-5,255,255,255,5.027,2.723,
1520,,1.015E-4,255,255,255,5.037,2.734,
1521,,4.058E-5,255,255,255,8.392,2.732,
1522,,4.058E-5,255,255,255,3.234,2.736,
1523,,1.217E-4,255,255,255,2.062,2.748,
1524,,4.058E-5,255,255,255,7.061,2.743,
1525,,2.029E-5,255,255,255,0.831,2.750,
1526,,4.058E-5,255,255,255,3.428,2.750,
1527,,4.058E-5,255,255,255,3.194,2.755,
1528,,1.623E-4,255,255,255,3.445,2.757,
1529,,4.058E-5,255,255,255,3.243,2.759,
1530,,8.116E-5,255,255,255,6.643,2.764,
1531,,4.058E-5,255,255,255,3.581,2.768,
1532,,8.116E-5,255,255,255,3.874,2.775,
1533,,8.116E-5,255,255,255,4.514,2.775,
1534,,8.116E-5,255,255,255,7.716,2.775,
1535,,1.623E-4,255,255,255,2.721,2.784,
1536,,6.087E-5,255,255,255,1.233,2.783,
1537,,2.029E-5,255,255,255,0.948,2.786,
1538,,4.667E-4,255,255,255,2.698,2.792,
1539,,8.116E-5,255,255,255,2.743,2.788,
1540,,4.058E-5,255,255,255,3.198,2.786,
1541,,4.058E-5,255,255,255,5.369,2.786,
1542,,2.029E-5,255,255,255,7.196,2.786,
1543,,2.029E-5,255,255,255,7.205,2.786,
1544,,4.058E-5,255,255,255,7.236,2.788,
1545,,2.029E-5,255,255,255,7.628,2.786,
1546,,2.029E-5,255,255,255,2.097,2.791,
1547,,4.058E-5,255,255,255,2.793,2.791,
1548,,6.087E-5,255,255,255,5.070,2.791,
1549,,2.435E-4,255,255,255,5.051,2.804,
1550,,4.058E-5,255,255,255,3.189,2.800,
1551,,8.116E-5,255,255,255,5.514,2.802,
1552,,2.029E-4,255,255,255,6.924,2.808,
1553,,4.058E-5,255,255,255,7.703,2.802,
1554,,4.058E-5,255,255,255,2.685,2.804,
1555,,2.841E-4,255,255,255,2.719,2.812,
1556,,4.058E-5,255,255,255,4.914,2.804,
1557,,2.029E-5,255,255,255,0.709,2.809,
1558,,4.058E-5,255,255,255,1.304,2.811,
1559,,1.217E-4,255,255,255,5.034,2.815,
1560,,6.087E-5,255,255,255,5.966,2.813,
1561,,4.058E-5,255,255,255,2.658,2.818,
1562,,4.058E-5,255,255,255,2.694,2.818,
1563,,4.058E-5,255,255,255,3.306,2.818,
1564,,4.058E-5,255,255,255,4.883,2.818,
1565,,2.029E-5,255,255,255,0.912,2.822,
1566,,4.058E-5,255,255,255,3.198,2.822,
1567,,4.058E-5,255,255,255,3.793,2.822,
1568,,2.029E-5,255,255,255,6.921,2.827,
1569,,2.029E-5,255,255,255,7.957,2.831,
1570,,2.029E-5,255,255,255,8.511,2.831,
1571,,2.029E-5,255,255,255,2.115,2.836,
1572,,4.058E-5,255,255,255,6.162,2.840,
1573,,2.029E-5,255,255,255,2.047,2.845,
1574,,4.058E-5,255,255,255,5.023,2.845,
1575,,4.058E-5,255,255,255,3.099,2.849,
1576,,4.058E-5,255,255,255,5.991,2.849,
1577,,4.058E-5,255,255,255,3.910,2.854,
1578,,6.087E-5,255,255,255,4.791,2.854,
1579,,4.058E-5,255,255,255,4.950,2.854,
1580,,2.029E-5,255,255,255,6.795,2.854,
1581,,2.029E-5,255,255,255,6.912,2.854,
1582,,2.029E-5,255,255,255,7.137,2.854,
1583,,2.029E-5,255,255,255,8.543,2.854,
1584,,4.058E-5,255,255,255,2.577,2.858,
1585,,4.058E-5,255,255,255,5.748,2.858,
1586,,4.058E-5,255,255,255,3.185,2.867,
1587,,4.058E-5,255,255,255,6.838,2.874,
1588,,4.058E-5,255,255,255,6.982,2.874,
1589,,4.058E-5,255,255,255,8.054,2.872,
1590,,4.058E-5,255,255,255,5.811,2.876,
1591,,4.058E-5,255,255,255,3.221,2.890,
1592,,2.029E-5,255,255,255,7.421,2.890,
1593,,4.058E-5,255,255,255,3.932,2.894,
1594,,2.029E-5,255,255,255,6.727,2.899,
1595,,2.029E-5,255,255,255,0.791,2.903,
1596,,2.029E-5,255,255,255,1.079,2.903,
1597,,2.029E-5,255,255,255,1.561,2.903,
1598,,4.058E-5,255,255,255,3.099,2.903,
1599,,1.015E-4,255,255,255,3.907,2.905,
1600,,6.087E-5,255,255,255,6.932,2.906,
1601,,2.029E-5,255,255,255,7.944,2.903,
1602,,4.058E-5,255,255,255,0.651,2.910,
1603,,4.058E-5,255,255,255,3.532,2.908,
1604,,2.029E-5,255,255,255,8.601,2.908,
1605,,4.058E-5,255,255,255,1.257,2.912,
1606,,2.029E-5,255,255,255,1.390,2.912,
1607,,4.058E-5,255,255,255,2.559,2.912,
1608,,4.058E-5,255,255,255,3.342,2.912,
1609,,2.029E-5,255,255,255,7.948,2.912,
1610,,6.087E-5,255,255,255,8.031,2.914,
1611,,2.029E-5,255,255,255,8.097,2.912,
1612,,4.058E-5,255,255,255,8.180,2.912,
1613,,2.029E-5,255,255,255,8.331,2.912,
1614,,2.029E-5,255,255,255,1.318,2.917,
1615,,4.058E-5,255,255,255,3.950,2.917,
1616,,4.058E-5,255,255,255,4.941,2.917,
1617,,4.058E-5,255,255,255,0.869,2.921,
1618,,4.058E-5,255,255,255,3.266,2.921,
1619,,4.058E-5,255,255,255,3.775,2.921,
1620,,8.116E-5,255,255,255,3.903,2.923,
1621,,4.058E-5,255,255,255,3.982,2.921,
1622,,8.116E-5,255,255,255,4.865,2.923,
1623,,2.029E-5,255,255,255,8.214,2.921,
1624,,4.058E-5,255,255,255,1.149,2.930,
1625,,2.029E-5,255,255,255,2.065,2.930,
1626,,4.058E-5,255,255,255,2.545,2.930,
1627,,4.058E-5,255,255,255,3.955,2.930,
1628,,2.029E-5,255,255,255,6.736,2.930,
1629,,2.029E-5,255,255,255,1.538,2.935,
1630,,2.029E-5,255,255,255,1.579,2.935,
1631,,8.116E-5,255,255,255,3.941,2.937,
1632,,4.058E-5,255,255,255,6.930,2.937,
1633,,2.029E-5,255,255,255,7.061,2.935,
1634,,2.029E-5,255,255,255,1.565,2.939,
1635,,4.058E-5,255,255,255,6.000,2.939,
1636,,2.029E-5,255,255,255,6.791,2.939,
1637,,2.029E-5,255,255,255,7.980,2.939,
1638,,2.029E-5,255,255,255,1.191,2.944,
1639,,4.058E-5,255,255,255,2.698,2.944,
1640,,4.058E-5,255,255,255,4.793,2.944,
1641,,2.029E-5,255,255,255,1.119,2.948,
1642,,2.029E-5,255,255,255,1.421,2.948,
1643,,4.058E-5,255,255,255,3.225,2.948,
1644,,8.116E-5,255,255,255,3.550,2.950,
1645,,4.058E-5,255,255,255,4.054,2.953,
1646,,2.029E-5,255,255,255,8.191,2.953,
1647,,4.058E-5,255,255,255,0.914,2.962,
1648,,4.058E-5,255,255,255,3.095,2.962,
1649,,4.058E-5,255,255,255,3.369,2.962,
1650,,4.058E-5,255,255,255,6.221,2.962,
1651,,2.029E-5,255,255,255,7.448,2.962,
1652,,4.058E-5,255,255,255,3.356,2.971,
1653,,2.029E-5,255,255,255,1.583,2.975,
1654,,4.058E-5,255,255,255,5.095,2.975,
1655,,2.029E-5,255,255,255,8.034,2.980,
1656,,4.058E-5,255,255,255,5.018,2.984,
1657,,4.058E-5,255,255,255,5.081,2.984,
1658,,4.058E-5,255,255,255,8.660,2.986,
1659,,2.029E-5,255,255,255,0.417,2.993,
1660,,4.058E-5,255,255,255,2.932,2.993,
1661,,4.058E-5,255,255,255,3.383,2.993,
1662,,4.058E-5,255,255,255,5.946,2.993,
1663,,2.029E-5,255,255,255,7.849,2.993,
1664,,1.015E-4,255,255,255,1.075,3.000,
1665,,4.058E-5,255,255,255,3.252,2.998,
1666,,2.029E-5,255,255,255,7.268,2.998,
1667,,4.058E-5,255,255,255,7.297,2.998,
1668,,2.029E-5,255,255,255,8.241,2.998,
1669,,2.029E-5,255,255,255,1.484,3.002,
1670,,4.058E-5,255,255,255,2.662,3.002,
1671,,2.029E-5,255,255,255,8.146,3.002,
1672,,2.029E-5,255,255,255,8.178,3.002,
1673,,2.029E-5,255,255,255,0.268,3.007,
1674,,2.029E-5,255,255,255,0.475,3.011,
1675,,4.058E-5,255,255,255,3.518,3.011,
1676,,1.015E-4,255,255,255,3.790,3.014,
1677,,2.029E-5,255,255,255,2.056,3.025,
1678,,4.058E-5,255,255,255,8.167,3.025,
1679,,2.029E-5,255,255,255,8.745,3.025,
1680,,2.029E-5,255,255,255,1.682,3.029,
1681,,4.058E-5,255,255,255,3.158,3.029,
1682,,4.058E-5,255,255,255,3.171,3.029,
1683,,6.087E-5,255,255,255,3.241,3.029,
1684,,4.058E-5,255,255,255,3.288,3.029,
1685,,4.058E-5,255,255,255,3.554,3.029,
1686,,2.029E-5,255,255,255,2.056,3.034,
1687,,4.058E-5,255,255,255,4.995,3.034,
1688,,4.058E-5,255,255,255,5.743,3.034,
1689,,2.029E-5,255,255,255,0.363,3.038,
1690,,6.087E-5,255,255,255,3.277,3.038,
1691,,6.087E-5,255,255,255,4.651,3.038,
1692,,1.420E-4,255,255,255,5.179,3.040,
1693,,2.029E-5,255,255,255,0.673,3.047,
1694,,4.058E-5,255,255,255,3.266,3.047,
1695,,4.058E-5,255,255,255,3.284,3.047,
1696,,2.029E-5,255,255,255,1.052,3.052,
1697,,2.029E-5,255,255,255,8.511,3.056,
1698,,4.058E-5,255,255,255,3.532,3.061,
1699,,4.058E-5,255,255,255,5.396,3.061,
1700,,1.015E-4,255,255,255,3.188,3.067,
1701,,4.058E-5,255,255,255,5.288,3.065,
1702,,4.058E-5,255,255,255,4.838,3.074,
1703,,2.029E-5,255,255,255,1.525,3.079,
1704,,4.058E-5,255,255,255,5.185,3.079,
1705,,4.058E-5,255,255,255,2.446,3.088,
1706,,1.015E-4,255,255,255,5.422,3.090,
1707,,4.058E-5,255,255,255,6.014,3.088,
1708,,2.029E-5,255,255,255,7.998,3.088,
1709,,2.029E-5,255,255,255,0.336,3.092,
1710,,4.058E-5,255,255,255,0.968,3.092,
1711,,8.116E-5,255,255,255,3.108,3.095,
1712,,4.058E-5,255,255,255,3.207,3.092,
1713,,2.029E-5,255,255,255,8.309,3.097,
1714,,4.058E-5,255,255,255,3.523,3.106,
1715,,6.087E-5,255,255,255,4.854,3.106,
1716,,2.029E-5,255,255,255,7.917,3.106,
1717,,2.029E-5,255,255,255,8.304,3.106,
1718,,4.058E-5,255,255,255,2.185,3.110,
1719,,2.029E-5,255,255,255,2.110,3.115,
1720,,2.029E-5,255,255,255,2.336,3.115,
1721,,2.029E-5,255,255,255,1.268,3.119,
1722,,4.058E-5,255,255,255,3.243,3.119,
1723,,8.116E-5,255,255,255,4.847,3.126,
1724,,2.029E-5,255,255,255,0.367,3.128,
1725,,2.029E-5,255,255,255,2.286,3.128,
1726,,4.058E-5,255,255,255,2.536,3.128,
1727,,2.029E-5,255,255,255,0.291,3.133,
1728,,2.029E-5,255,255,255,1.164,3.133,
1729,,2.029E-5,255,255,255,2.277,3.133,
1730,,2.029E-5,255,255,255,7.953,3.137,
1731,,6.087E-5,255,255,255,3.358,3.142,
1732,,4.058E-5,255,255,255,3.387,3.142,
1733,,4.058E-5,255,255,255,5.577,3.142,
1734,,2.029E-5,255,255,255,8.732,3.142,
1735,,2.029E-5,255,255,255,0.917,3.146,
1736,,4.058E-5,255,255,255,2.297,3.146,
1737,,4.058E-5,255,255,255,6.437,3.146,
1738,,2.029E-5,255,255,255,2.205,3.155,
1739,,2.029E-5,255,255,255,0.601,3.160,
1740,,4.058E-5,255,255,255,3.405,3.164,
1741,,4.058E-5,255,255,255,0.631,3.169,
1742,,4.058E-5,255,255,255,5.009,3.173,
1743,,4.058E-5,255,255,255,3.392,3.178,
1744,,4.058E-5,255,255,255,5.563,3.178,
1745,,4.058E-5,255,255,255,6.414,3.178,
1746,,2.029E-5,255,255,255,2.268,3.187,
1747,,2.029E-5,255,255,255,8.047,3.187,
1748,,2.029E-5,255,255,255,0.723,3.191,
1749,,2.029E-5,255,255,255,0.782,3.191,
1750,,2.029E-5,255,255,255,1.282,3.191,
1751,,2.029E-5,255,255,255,1.624,3.191,
1752,,4.058E-5,255,255,255,4.266,3.191,
1753,,2.029E-5,255,255,255,1.128,3.196,
1754,,2.029E-5,255,255,255,1.191,3.196,
1755,,4.058E-5,255,255,255,6.185,3.196,
1756,,2.029E-5,255,255,255,1.264,3.200,
1757,,2.029E-5,255,255,255,1.300,3.200,
1758,,2.029E-5,255,255,255,1.331,3.200,
1759,,2.029E-5,255,255,255,1.457,3.200,
1760,,2.029E-5,255,255,255,1.516,3.200,
1761,,2.029E-5,255,255,255,1.543,3.200,
1762,,2.029E-5,255,255,255,1.574,3.200,
1763,,4.058E-5,255,255,255,2.545,3.200,
1764,,2.029E-5,255,255,255,1.264,3.209,
1765,,4.058E-5,255,255,255,1.273,3.212,
1766,,2.029E-5,255,255,255,1.255,3.214,
1767,,1.217E-4,255,255,255,3.218,3.218,
1768,,4.058E-5,255,255,255,6.185,3.218,
1769,,2.029E-5,255,255,255,8.007,3.218,
1770,,2.029E-5,255,255,255,2.426,3.223,
1771,,4.058E-5,255,255,255,3.932,3.223,
1772,,6.087E-5,255,255,255,1.172,3.230,
1773,,2.029E-5,255,255,255,1.457,3.227,
1774,,2.029E-5,255,255,255,2.106,3.232,
1775,,8.116E-5,255,255,255,7.973,3.234,
1776,,4.058E-5,255,255,255,3.482,3.236,
1777,,2.029E-5,255,255,255,7.957,3.236,
1778,,2.029E-5,255,255,255,0.840,3.241,
1779,,1.217E-4,255,255,255,4.921,3.243,
1780,,1.015E-4,255,255,255,5.224,3.247,
1781,,2.029E-5,255,255,255,8.691,3.245,
1782,,2.029E-5,255,255,255,0.984,3.250,
1783,,1.015E-4,255,255,255,2.279,3.255,
1784,,2.029E-5,255,255,255,8.741,3.250,
1785,,6.087E-5,255,255,255,2.121,3.256,
1786,,4.058E-5,255,255,255,2.455,3.255,
1787,,8.116E-5,255,255,255,4.743,3.257,
1788,,6.087E-5,255,255,255,7.068,3.256,
1789,,2.029E-5,255,255,255,7.957,3.255,
1790,,4.058E-5,255,255,255,4.450,3.264,
1791,,2.029E-4,255,255,255,6.161,3.268,
1792,,2.029E-5,255,255,255,1.813,3.277,
1793,,4.058E-5,255,255,255,5.081,3.277,
1794,,2.029E-5,255,255,255,0.169,3.286,
1795,,4.058E-5,255,255,255,6.750,3.288,
1796,,2.029E-5,255,255,255,7.948,3.286,
1797,,6.087E-5,255,255,255,2.163,3.294,
1798,,1.217E-4,255,255,255,4.191,3.293,
1799,,4.058E-5,255,255,255,6.221,3.291,
1800,,4.058E-5,255,255,255,3.077,3.295,
1801,,4.058E-5,255,255,255,4.306,3.295,
1802,,4.058E-5,255,255,255,4.396,3.295,
1803,,2.029E-5,255,255,255,8.750,3.295,
1804,,8.116E-5,255,255,255,6.216,3.302,
1805,,8.116E-5,255,255,255,8.670,3.310,
1806,,6.087E-5,255,255,255,8.825,3.310,
1807,,2.029E-5,255,255,255,0.327,3.313,
1808,,4.058E-5,255,255,255,1.059,3.315,
1809,,2.029E-5,255,255,255,7.020,3.313,
1810,,2.029E-5,255,255,255,1.529,3.318,
1811,,2.029E-5,255,255,255,1.565,3.318,
1812,,4.058E-5,255,255,255,2.428,3.318,
1813,,1.217E-4,255,255,255,4.189,3.318,
1814,,4.058E-5,255,255,255,4.212,3.322,
1815,,2.841E-4,255,255,255,4.269,3.329,
1816,,1.217E-4,255,255,255,8.831,3.329,
1817,,4.058E-5,255,255,255,2.459,3.327,
1818,,4.058E-5,255,255,255,2.486,3.327,
