 ,Label,Area,Mean,Min,Max,X,Y,
2488,,8.116E-5,255,255,255,8.005,4.459,
2489,,2.029E-5,255,255,255,8.971,4.457,
2490,,4.058E-5,255,255,255,3.104,4.462,
2491,,6.087E-5,255,255,255,6.043,4.462,
2492,,4.058E-5,255,255,255,6.063,4.466,
2493,,2.029E-5,255,255,255,8.146,4.466,
2494,,1.826E-4,255,255,255,4.185,4.474,
2495,,4.058E-5,255,255,255,6.176,4.471,
2496,,4.058E-5,255,255,255,6.405,4.471,
2497,,4.058E-5,255,255,255,4.014,4.475,
2498,,4.058E-5,255,255,255,5.851,4.475,
2499,,8.116E-5,255,255,255,6.338,4.475,
2500,,4.058E-5,255,255,255,6.766,4.475,
2501,,2.029E-5,255,255,255,1.255,4.480,
2502,,2.029E-5,255,255,255,2.412,4.480,
2503,,4.058E-5,255,255,255,5.955,4.480,
2504,,4.058E-5,255,255,255,6.651,4.486,
2505,,4.058E-5,255,255,255,3.680,4.489,
2506,,2.029E-5,255,255,255,6.547,4.493,
2507,,2.029E-5,255,255,255,6.759,4.493,
2508,,6.087E-5,255,255,255,0.014,4.499,
2509,,6.087E-5,255,255,255,1.363,4.502,
2510,,2.029E-5,255,255,255,6.745,4.502,
2511,,2.029E-5,255,255,255,7.110,4.502,
2512,,2.029E-5,255,255,255,8.448,4.502,
2513,,2.029E-5,255,255,255,0.687,4.511,
2514,,2.029E-5,255,255,255,1.011,4.511,
2515,,2.029E-5,255,255,255,1.682,4.511,
2516,,8.116E-5,255,255,255,8.930,4.515,
2517,,6.087E-5,255,255,255,1.357,4.522,
2518,,2.029E-5,255,255,255,0.295,4.525,
2519,,2.029E-5,255,255,255,1.074,4.525,
2520,,4.058E-5,255,255,255,5.860,4.525,
2521,,2.029E-5,255,255,255,8.385,4.529,
2522,,2.029E-5,255,255,255,0.727,4.534,
2523,,2.029E-5,255,255,255,1.944,4.534,
2524,,4.058E-5,255,255,255,3.604,4.534,
2525,,4.058E-5,255,255,255,3.090,4.543,
2526,,4.058E-5,255,255,255,6.795,4.545,
2527,,2.029E-5,255,255,255,0.412,4.556,
2528,,6.087E-5,255,255,255,5.813,4.556,
2529,,4.058E-5,255,255,255,1.241,4.563,
2530,,4.058E-5,255,255,255,1.331,4.563,
2531,,2.029E-5,255,255,255,1.646,4.561,
2532,,4.058E-5,255,255,255,6.050,4.561,
2533,,4.058E-5,255,255,255,1.043,4.568,
2534,,1.217E-4,255,255,255,6.604,4.570,
2535,,4.058E-5,255,255,255,1.297,4.570,
2536,,4.058E-5,255,255,255,6.068,4.574,
2537,,4.058E-5,255,255,255,3.595,4.579,
2538,,2.029E-5,255,255,255,0.345,4.583,
2539,,2.029E-5,255,255,255,1.678,4.583,
2540,,4.058E-5,255,255,255,2.644,4.583,
2541,,4.058E-5,255,255,255,8.493,4.590,
2542,,2.029E-5,255,255,255,8.660,4.588,
2543,,2.029E-5,255,255,255,1.079,4.592,
2544,,2.029E-5,255,255,255,8.466,4.592,
2545,,4.058E-5,255,255,255,3.599,4.597,
2546,,4.058E-5,255,255,255,3.153,4.601,
2547,,4.058E-5,255,255,255,3.568,4.601,
2548,,1.015E-4,255,255,255,3.611,4.604,
2549,,4.058E-5,255,255,255,4.568,4.601,
2550,,2.029E-5,255,255,255,8.768,4.601,
2551,,4.058E-5,255,255,255,3.000,4.606,
2552,,4.058E-5,255,255,255,4.050,4.606,
2553,,8.116E-5,255,255,255,4.550,4.608,
2554,,2.029E-5,255,255,255,0.412,4.610,
2555,,4.058E-5,255,255,255,3.671,4.610,
2556,,4.058E-5,255,255,255,4.293,4.615,
2557,,8.116E-5,255,255,255,4.923,4.617,
2558,,4.058E-5,255,255,255,6.180,4.615,
2559,,4.058E-5,255,255,255,8.570,4.617,
2560,,2.029E-5,255,255,255,8.615,4.615,
2561,,2.029E-5,255,255,255,1.358,4.619,
2562,,4.058E-5,255,255,255,2.169,4.622,
2563,,4.058E-5,255,255,255,3.167,4.619,
2564,,1.015E-4,255,255,255,5.889,4.622,
2565,,2.029E-5,255,255,255,8.403,4.619,
2566,,2.029E-5,255,255,255,8.615,4.628,
2567,,2.029E-4,255,255,255,4.455,4.640,
2568,,2.029E-5,255,255,255,6.682,4.633,
2569,,2.029E-5,255,255,255,7.876,4.633,
2570,,8.116E-5,255,255,255,5.381,4.649,
2571,,2.029E-5,255,255,255,0.101,4.651,
2572,,4.058E-5,255,255,255,2.748,4.651,
2573,,4.058E-5,255,255,255,4.752,4.651,
2574,,2.029E-5,255,255,255,1.358,4.660,
2575,,2.029E-5,255,255,255,1.903,4.660,
2576,,4.058E-5,255,255,255,2.189,4.662,
2577,,2.029E-5,255,255,255,7.151,4.660,
2578,,2.029E-5,255,255,255,0.975,4.664,
2579,,4.058E-5,255,255,255,5.356,4.664,
2580,,4.058E-5,255,255,255,3.509,4.669,
2581,,6.087E-5,255,255,255,6.264,4.669,
2582,,2.029E-5,255,255,255,1.421,4.673,
2583,,4.058E-5,255,255,255,5.752,4.673,
2584,,2.029E-5,255,255,255,8.011,4.673,
2585,,4.058E-5,255,255,255,1.140,4.705,
2586,,2.029E-5,255,255,255,8.966,4.705,
2587,,4.058E-5,255,255,255,3.212,4.709,
2588,,1.217E-4,255,255,255,3.550,4.712,
2589,,2.029E-5,255,255,255,0.759,4.714,
2590,,2.029E-5,255,255,255,1.218,4.714,
2591,,8.116E-5,255,255,255,6.369,4.716,
2592,,2.029E-5,255,255,255,0.971,4.718,
2593,,4.058E-5,255,255,255,5.896,4.718,
2594,,2.029E-5,255,255,255,8.993,4.718,
2595,,2.029E-5,255,255,255,1.304,4.723,
2596,,4.058E-5,255,255,255,3.131,4.723,
2597,,4.058E-5,255,255,255,5.734,4.723,
2598,,4.058E-5,255,255,255,2.734,4.727,
2599,,1.015E-4,255,255,255,5.850,4.730,
2600,,4.058E-5,255,255,255,7.009,4.736,
2601,,4.058E-5,255,255,255,2.815,4.741,
2602,,2.029E-5,255,255,255,8.534,4.741,
2603,,1.217E-4,255,255,255,5.246,4.748,
2604,,2.029E-5,255,255,255,7.011,4.745,
2605,,1.015E-4,255,255,255,8.136,4.753,
2606,,2.029E-5,255,255,255,8.858,4.745,
2607,,2.029E-5,255,255,255,0.894,4.750,
2608,,2.029E-5,255,255,255,1.615,4.750,
2609,,4.058E-5,255,255,255,1.757,4.752,
2610,,1.217E-4,255,255,255,5.093,4.755,
2611,,2.029E-5,255,255,255,1.574,4.755,
2612,,4.058E-5,255,255,255,2.896,4.755,
2613,,4.058E-5,255,255,255,5.923,4.755,
2614,,2.029E-5,255,255,255,7.065,4.755,
2615,,1.015E-4,255,255,255,1.943,4.762,
2616,,4.058E-5,255,255,255,6.820,4.759,
2617,,2.029E-5,255,255,255,1.430,4.764,
2618,,4.058E-5,255,255,255,3.113,4.764,
2619,,2.029E-5,255,255,255,8.124,4.764,
2620,,2.029E-5,255,255,255,8.705,4.764,
2621,,4.058E-5,255,255,255,7.018,4.768,
2622,,4.058E-5,255,255,255,3.149,4.773,
2623,,8.116E-5,255,255,255,5.829,4.775,
2624,,2.029E-5,255,255,255,8.011,4.773,
2625,,2.029E-5,255,255,255,0.637,4.777,
2626,,4.058E-5,255,255,255,5.586,4.782,
2627,,4.058E-5,255,255,255,6.081,4.782,
2628,,4.058E-5,255,255,255,6.450,4.782,
2629,,4.058E-5,255,255,255,6.495,4.786,
2630,,2.029E-5,255,255,255,6.836,4.786,
2631,,2.029E-5,255,255,255,0.385,4.795,
2632,,4.058E-5,255,255,255,2.748,4.795,
2633,,4.058E-5,255,255,255,5.324,4.795,
2634,,2.029E-5,255,255,255,1.034,4.800,
2635,,2.029E-5,255,255,255,7.164,4.800,
2636,,1.015E-4,255,255,255,5.784,4.807,
2637,,2.029E-5,255,255,255,1.029,4.809,
2638,,2.029E-5,255,255,255,1.547,4.809,
2639,,4.058E-5,255,255,255,2.770,4.809,
2640,,4.058E-5,255,255,255,4.288,4.809,
2641,,2.029E-5,255,255,255,8.764,4.809,
2642,,2.029E-5,255,255,255,1.475,4.813,
2643,,4.058E-5,255,255,255,2.554,4.813,
2644,,4.058E-5,255,255,255,3.212,4.813,
2645,,2.029E-5,255,255,255,0.822,4.818,
2646,,4.058E-5,255,255,255,0.865,4.820,
2647,,2.029E-5,255,255,255,1.173,4.822,
2648,,4.058E-5,255,255,255,3.383,4.831,
2649,,2.029E-5,255,255,255,0.088,4.836,
2650,,8.116E-5,255,255,255,0.547,4.839,
2651,,8.116E-5,255,255,255,1.050,4.838,
2652,,2.029E-5,255,255,255,1.466,4.836,
2653,,2.029E-5,255,255,255,8.043,4.836,
2654,,2.029E-5,255,255,255,8.682,4.836,
2655,,2.029E-5,255,255,255,6.660,4.840,
2656,,4.058E-5,255,255,255,5.536,4.845,
2657,,1.015E-4,255,255,255,6.188,4.846,
2658,,2.029E-5,255,255,255,1.178,4.849,
2659,,2.029E-5,255,255,255,6.989,4.849,
2660,,4.058E-5,255,255,255,7.149,4.849,
2661,,2.029E-5,255,255,255,7.164,4.849,
2662,,4.058E-5,255,255,255,3.243,4.854,
2663,,1.420E-4,255,255,255,6.528,4.862,
2664,,2.029E-5,255,255,255,0.489,4.863,
2665,,6.087E-5,255,255,255,3.561,4.863,
2666,,4.058E-5,255,255,255,8.851,4.863,
2667,,2.029E-5,255,255,255,1.331,4.867,
2668,,2.029E-5,255,255,255,1.462,4.872,
2669,,2.029E-5,255,255,255,7.097,4.872,
2670,,2.029E-5,255,255,255,7.858,4.872,
2671,,2.029E-5,255,255,255,0.899,4.876,
2672,,2.029E-5,255,255,255,1.282,4.876,
2673,,4.058E-5,255,255,255,5.432,4.876,
2674,,1.015E-4,255,255,255,2.506,4.882,
2675,,2.029E-5,255,255,255,2.227,4.894,
2676,,6.087E-5,255,255,255,5.345,4.894,
2677,,2.029E-5,255,255,255,1.074,4.899,
2678,,4.058E-5,255,255,255,6.977,4.899,
2679,,2.029E-5,255,255,255,1.178,4.903,
2680,,2.029E-5,255,255,255,6.786,4.903,
2681,,2.029E-5,255,255,255,1.507,4.908,
2682,,2.029E-5,255,255,255,1.565,4.908,
2683,,2.029E-5,255,255,255,1.083,4.912,
2684,,1.623E-4,255,255,255,4.064,4.919,
2685,,1.015E-4,255,255,255,8.068,4.922,
2686,,6.087E-5,255,255,255,5.079,4.921,
2687,,2.029E-5,255,255,255,6.759,4.921,
2688,,2.029E-5,255,255,255,6.800,4.921,
2689,,4.058E-5,255,255,255,6.786,4.928,
2690,,6.087E-5,255,255,255,6.550,4.936,
2691,,8.116E-5,255,255,255,6.658,4.937,
2692,,4.058E-5,255,255,255,4.104,4.939,
2693,,4.058E-5,255,255,255,3.640,4.944,
2694,,4.058E-5,255,255,255,0.509,4.948,
2695,,6.087E-5,255,255,255,6.372,4.948,
2696,,4.058E-5,255,255,255,6.676,4.948,
2697,,2.029E-5,255,255,255,8.381,4.948,
2698,,0.002,255,255,255,8.139,4.984,
2699,,2.029E-5,255,255,255,1.592,4.966,
2700,,4.058E-5,255,255,255,5.820,4.966,
2701,,4.058E-5,255,255,255,3.167,4.971,
2702,,4.058E-5,255,255,255,2.514,4.975,
2703,,4.058E-5,255,255,255,6.063,4.975,
2704,,4.058E-5,255,255,255,5.392,4.980,
2705,,2.029E-5,255,255,255,6.601,4.980,
2706,,6.087E-5,255,255,255,7.116,4.983,
2707,,4.058E-5,255,255,255,8.063,4.982,
2708,,2.029E-5,255,255,255,8.466,4.980,
2709,,4.058E-5,255,255,255,4.838,4.984,
2710,,1.217E-4,255,255,255,4.617,4.992,
2711,,1.217E-4,255,255,255,7.097,4.992,
2712,,4.058E-5,255,255,255,0.214,5.000,
2713,,2.029E-5,255,255,255,1.480,5.002,
2714,,4.058E-5,255,255,255,2.820,5.007,
2715,,4.058E-5,255,255,255,3.617,5.007,
2716,,2.029E-5,255,255,255,6.957,5.007,
2717,,4.058E-5,255,255,255,2.545,5.011,
2718,,1.015E-4,255,255,255,2.659,5.022,
2719,,4.058E-5,255,255,255,4.644,5.020,
2720,,2.029E-5,255,255,255,0.727,5.025,
2721,,4.058E-5,255,255,255,2.874,5.025,
2722,,4.058E-5,255,255,255,3.158,5.025,
2723,,1.826E-4,255,255,255,2.855,5.035,
2724,,8.116E-5,255,255,255,5.338,5.041,
2725,,4.058E-5,255,255,255,5.950,5.038,
2726,,2.029E-5,255,255,255,6.975,5.038,
2727,,2.029E-5,255,255,255,7.791,5.038,
2728,,2.029E-5,255,255,255,8.570,5.038,
2729,,4.058E-5,255,255,255,3.162,5.043,
2730,,4.058E-5,255,255,255,3.284,5.047,
2731,,8.116E-5,255,255,255,5.351,5.056,
2732,,2.029E-5,255,255,255,0.773,5.061,
2733,,2.029E-5,255,255,255,2.376,5.061,
2734,,6.087E-5,255,255,255,3.444,5.065,
2735,,4.058E-5,255,255,255,5.973,5.065,
2736,,2.029E-5,255,255,255,6.723,5.065,
2737,,1.420E-4,255,255,255,6.924,5.072,
2738,,2.029E-5,255,255,255,8.655,5.065,
2739,,1.217E-4,255,255,255,3.009,5.079,
2740,,2.029E-5,255,255,255,6.574,5.074,
2741,,4.058E-5,255,255,255,6.063,5.079,
2742,,4.058E-5,255,255,255,6.518,5.079,
2743,,6.087E-5,255,255,255,1.185,5.086,
2744,,2.029E-5,255,255,255,1.381,5.088,
2745,,2.029E-5,255,255,255,2.191,5.088,
2746,,2.029E-5,255,255,255,8.597,5.088,
2747,,2.029E-5,255,255,255,1.421,5.092,
2748,,2.029E-5,255,255,255,7.259,5.097,
2749,,2.029E-5,255,255,255,7.691,5.097,
2750,,2.029E-5,255,255,255,7.705,5.097,
2751,,2.029E-5,255,255,255,8.363,5.097,
2752,,2.029E-5,255,255,255,2.119,5.101,
2753,,4.058E-5,255,255,255,3.243,5.101,
2754,,4.058E-5,255,255,255,4.703,5.101,
2755,,2.029E-5,255,255,255,8.759,5.101,
2756,,2.029E-5,255,255,255,7.349,5.110,
2757,,2.029E-5,255,255,255,7.363,5.110,
2758,,4.058E-5,255,255,255,2.878,5.115,
2759,,4.058E-5,255,255,255,3.320,5.115,
2760,,2.029E-5,255,255,255,6.615,5.128,
2761,,4.058E-5,255,255,255,6.669,5.131,
2762,,2.029E-5,255,255,255,1.286,5.133,
2763,,2.029E-5,255,255,255,1.304,5.133,
2764,,2.029E-5,255,255,255,1.444,5.133,
2765,,2.029E-5,255,255,255,0.295,5.142,
2766,,4.058E-5,255,255,255,5.455,5.142,
2767,,2.029E-5,255,255,255,8.764,5.142,
2768,,4.058E-5,255,255,255,2.689,5.146,
2769,,8.116E-5,255,255,255,3.788,5.153,
2770,,2.029E-5,255,255,255,8.777,5.151,
2771,,4.058E-5,255,255,255,0.173,5.158,
2772,,4.058E-5,255,255,255,6.360,5.155,
2773,,2.029E-5,255,255,255,8.448,5.155,
2774,,2.029E-5,255,255,255,8.764,5.155,
2775,,2.029E-5,255,255,255,2.286,5.160,
2776,,4.058E-5,255,255,255,3.212,5.160,
2777,,2.029E-5,255,255,255,1.358,5.164,
2778,,4.058E-5,255,255,255,2.189,5.164,
2779,,2.029E-5,255,255,255,8.444,5.164,
2780,,2.029E-5,255,255,255,1.313,5.169,
2781,,2.029E-5,255,255,255,7.142,5.169,
2782,,2.029E-5,255,255,255,8.930,5.169,
2783,,2.029E-5,255,255,255,1.133,5.173,
2784,,2.029E-5,255,255,255,1.331,5.173,
2785,,4.058E-5,255,255,255,2.631,5.173,
2786,,4.058E-5,255,255,255,3.473,5.173,
2787,,4.058E-5,255,255,255,6.766,5.176,
2788,,4.058E-5,255,255,255,3.014,5.178,
2789,,6.087E-5,255,255,255,8.346,5.181,
2790,,4.058E-5,255,255,255,7.153,5.185,
2791,,2.029E-5,255,255,255,8.363,5.182,
2792,,4.058E-5,255,255,255,3.023,5.187,
2793,,2.029E-5,255,255,255,0.660,5.196,
2794,,2.029E-5,255,255,255,1.151,5.196,
2795,,4.058E-5,255,255,255,1.390,5.198,
2796,,2.029E-5,255,255,255,1.741,5.196,
2797,,4.058E-5,255,255,255,3.635,5.196,
2798,,2.029E-5,255,255,255,1.615,5.200,
2799,,2.029E-5,255,255,255,1.777,5.200,
2800,,4.058E-5,255,255,255,4.662,5.200,
2801,,6.087E-5,255,255,255,1.191,5.205,
2802,,2.029E-5,255,255,255,1.741,5.205,
2803,,4.058E-5,255,255,255,3.509,5.205,
2804,,4.058E-5,255,255,255,6.536,5.209,
2805,,0.014,255,255,255,7.130,5.292,
2806,,2.029E-5,255,255,255,7.795,5.209,
2807,,2.029E-5,255,255,255,1.173,5.214,
2808,,2.029E-5,255,255,255,1.547,5.214,
2809,,4.058E-5,255,255,255,3.554,5.214,
2810,,2.435E-4,255,255,255,7.190,5.223,
2811,,2.029E-5,255,255,255,7.205,5.218,
2812,,2.029E-5,255,255,255,1.444,5.223,
2813,,2.029E-5,255,255,255,1.624,5.223,
2814,,4.058E-5,255,255,255,6.536,5.223,
2815,,4.058E-5,255,255,255,4.081,5.227,
2816,,1.015E-4,255,255,255,7.213,5.229,
2817,,4.058E-5,255,255,255,8.059,5.230,
2818,,2.029E-5,255,255,255,1.399,5.232,
2819,,2.029E-5,255,255,255,1.417,5.232,
2820,,2.029E-5,255,255,255,1.507,5.232,
2821,,2.029E-5,255,255,255,1.736,5.232,
2822,,4.058E-5,255,255,255,3.428,5.232,
2823,,4.058E-5,255,255,255,6.536,5.232,
2824,,8.116E-5,255,255,255,0.495,5.239,
2825,,2.029E-5,255,255,255,1.507,5.241,
2826,,4.058E-5,255,255,255,3.086,5.241,
2827,,4.058E-5,255,255,255,3.446,5.241,
2828,,2.029E-5,255,255,255,8.133,5.241,
2829,,2.029E-5,255,255,255,8.664,5.241,
2830,,2.029E-5,255,255,255,1.412,5.245,
2831,,4.058E-5,255,255,255,3.261,5.245,
2832,,2.029E-5,255,255,255,0.214,5.250,
2833,,2.029E-5,255,255,255,1.399,5.250,
2834,,4.058E-5,255,255,255,3.586,5.250,
2835,,4.058E-5,255,255,255,6.477,5.255,
2836,,2.029E-5,255,255,255,6.561,5.255,
2837,,6.087E-5,255,255,255,1.391,5.262,
2838,,2.029E-5,255,255,255,1.462,5.259,
2839,,4.058E-5,255,255,255,5.297,5.259,
2840,,4.058E-5,255,255,255,6.009,5.259,
2841,,4.058E-5,255,255,255,1.007,5.266,
2842,,2.029E-5,255,255,255,1.759,5.264,
2843,,2.029E-5,255,255,255,8.624,5.264,
2844,,2.029E-5,255,255,255,1.525,5.268,
2845,,4.058E-5,255,255,255,2.667,5.268,
2846,,2.029E-5,255,255,255,1.336,5.273,
2847,,4.058E-5,255,255,255,3.050,5.277,
2848,,4.058E-5,255,255,255,3.468,5.277,
2849,,2.029E-5,255,255,255,1.372,5.282,
2850,,2.029E-5,255,255,255,7.065,5.282,
2851,,4.058E-5,255,255,255,0.167,5.286,
2852,,4.058E-5,255,255,255,0.435,5.293,
2853,,2.029E-5,255,255,255,0.173,5.295,
2854,,6.087E-5,255,255,255,1.248,5.297,
2855,,2.029E-5,255,255,255,1.471,5.295,
2856,,4.058E-5,255,255,255,5.631,5.295,
2857,,1.623E-4,255,255,255,7.214,5.302,
2858,,4.058E-5,255,255,255,2.644,5.304,
2859,,4.058E-5,255,255,255,0.667,5.309,
2860,,2.029E-5,255,255,255,0.903,5.309,
2861,,2.029E-5,255,255,255,1.403,5.309,
2862,,2.029E-5,255,255,255,1.885,5.309,
2863,,2.029E-5,255,255,255,1.894,5.309,
2864,,4.058E-5,255,255,255,1.973,5.311,
2865,,4.058E-5,255,255,255,3.234,5.309,
2866,,4.058E-5,255,255,255,3.405,5.309,
2867,,6.087E-5,255,255,255,3.439,5.309,
2868,,2.029E-5,255,255,255,7.998,5.309,
2869,,2.029E-5,255,255,255,0.980,5.313,
2870,,2.029E-5,255,255,255,1.723,5.313,
2871,,4.058E-5,255,255,255,5.311,5.313,
2872,,4.058E-5,255,255,255,5.333,5.313,
2873,,2.029E-5,255,255,255,0.547,5.318,
2874,,2.029E-5,255,255,255,0.876,5.318,
2875,,2.029E-5,255,255,255,0.935,5.318,
2876,,4.058E-5,255,255,255,2.599,5.318,
2877,,4.058E-5,255,255,255,6.131,5.318,
2878,,2.029E-5,255,255,255,7.786,5.318,
2879,,4.058E-5,255,255,255,7.995,5.318,
2880,,2.029E-5,255,255,255,1.385,5.322,
2881,,8.116E-5,255,255,255,4.617,5.324,
2882,,6.087E-5,255,255,255,7.804,5.327,
2883,,2.029E-5,255,255,255,7.971,5.322,
2884,,2.029E-5,255,255,255,2.101,5.327,
2885,,4.058E-5,255,255,255,3.162,5.327,
2886,,6.087E-5,255,255,255,7.987,5.330,
2887,,2.029E-5,255,255,255,8.471,5.327,
2888,,2.029E-5,255,255,255,1.394,5.331,
2889,,4.058E-5,255,255,255,5.221,5.331,
2890,,2.029E-5,255,255,255,6.745,5.331,
2891,,2.029E-5,255,255,255,8.759,5.331,
2892,,8.116E-5,255,255,255,5.135,5.338,
2893,,4.058E-5,255,255,255,5.311,5.336,
2894,,4.058E-5,255,255,255,6.261,5.336,
2895,,4.058E-5,255,255,255,6.606,5.338,
2896,,2.029E-5,255,255,255,0.642,5.340,
2897,,2.029E-5,255,255,255,1.381,5.340,
2898,,2.029E-5,255,255,255,1.881,5.340,
2899,,8.116E-5,255,255,255,5.345,5.342,
2900,,6.087E-5,255,255,255,1.825,5.348,
2901,,4.058E-5,255,255,255,2.545,5.345,
2902,,2.029E-5,255,255,255,7.205,5.345,
2903,,2.029E-5,255,255,255,1.164,5.349,
2904,,2.029E-5,255,255,255,2.394,5.354,
2905,,4.058E-5,255,255,255,3.068,5.354,
2906,,2.029E-5,255,255,255,0.660,5.358,
2907,,2.029E-5,255,255,255,1.552,5.358,
2908,,4.058E-5,255,255,255,1.788,5.360,
2909,,2.029E-5,255,255,255,1.709,5.363,
2910,,2.029E-5,255,255,255,6.601,5.363,
2911,,1.015E-4,255,255,255,7.185,5.365,
2912,,2.029E-5,255,255,255,1.777,5.367,
2913,,4.058E-5,255,255,255,2.599,5.367,
2914,,8.116E-5,255,255,255,5.773,5.369,
2915,,2.029E-5,255,255,255,7.097,5.367,
2916,,4.058E-5,255,255,255,0.527,5.374,
2917,,2.029E-5,255,255,255,0.682,5.372,
2918,,6.087E-5,255,255,255,0.936,5.375,
2919,,2.029E-5,255,255,255,1.606,5.372,
2920,,4.058E-5,255,255,255,3.599,5.372,
2921,,4.058E-5,255,255,255,5.820,5.372,
2922,,2.029E-5,255,255,255,6.921,5.372,
2923,,2.029E-5,255,255,255,7.200,5.372,
2924,,2.029E-5,255,255,255,8.845,5.372,
2925,,4.058E-5,255,255,255,0.327,5.378,
2926,,2.029E-5,255,255,255,1.146,5.376,
2927,,2.029E-5,255,255,255,1.845,5.376,
2928,,4.058E-5,255,255,255,5.270,5.376,
2929,,2.029E-5,255,255,255,7.007,5.376,
2930,,2.029E-5,255,255,255,7.182,5.376,
2931,,2.029E-5,255,255,255,7.394,5.376,
2932,,2.029E-5,255,255,255,1.178,5.381,
2933,,2.029E-5,255,255,255,1.498,5.381,
2934,,2.029E-5,255,255,255,1.642,5.381,
2935,,2.029E-5,255,255,255,1.876,5.381,
2936,,2.029E-5,255,255,255,2.146,5.381,
2937,,4.058E-5,255,255,255,3.261,5.381,
2938,,4.058E-5,255,255,255,4.757,5.381,
2939,,2.029E-5,255,255,255,8.854,5.381,
2940,,2.029E-5,255,255,255,0.507,5.385,
2941,,4.058E-5,255,255,255,0.550,5.387,
2942,,2.029E-5,255,255,255,1.849,5.385,
2943,,6.087E-5,255,255,255,2.421,5.390,
2944,,2.029E-5,255,255,255,7.421,5.385,
2945,,2.029E-5,255,255,255,0.831,5.390,
2946,,2.029E-5,255,255,255,1.083,5.390,
2947,,2.029E-5,255,255,255,1.345,5.390,
2948,,2.029E-5,255,255,255,1.660,5.390,
2949,,4.058E-5,255,255,255,1.917,5.392,
2950,,4.058E-5,255,255,255,3.144,5.390,
2951,,4.058E-5,255,255,255,3.230,5.390,
2952,,4.058E-5,255,255,255,3.315,5.390,
2953,,4.058E-5,255,255,255,7.106,5.392,
2954,,2.029E-5,255,255,255,7.191,5.390,
2955,,2.029E-5,255,255,255,0.619,5.394,
2956,,2.029E-5,255,255,255,0.926,5.394,
2957,,1.015E-4,255,255,255,0.503,5.402,
2958,,2.029E-5,255,255,255,0.691,5.399,
2959,,1.217E-4,255,255,255,0.763,5.405,
2960,,2.029E-5,255,255,255,0.786,5.399,
2961,,2.029E-5,255,255,255,0.831,5.399,
2962,,2.029E-4,255,255,255,1.794,5.405,
2963,,2.029E-5,255,255,255,1.818,5.399,
2964,,2.029E-5,255,255,255,1.957,5.399,
2965,,4.058E-5,255,255,255,1.968,5.399,
2966,,8.116E-5,255,255,255,3.239,5.399,
2967,,4.058E-5,255,255,255,3.266,5.399,
2968,,2.029E-5,255,255,255,6.903,5.399,
2969,,2.029E-5,255,255,255,7.178,5.399,
2970,,8.116E-5,255,255,255,8.284,5.401,
2971,,2.029E-5,255,255,255,0.304,5.403,
2972,,4.058E-5,255,255,255,0.903,5.405,
2973,,2.029E-5,255,255,255,1.399,5.403,
2974,,4.058E-5,255,255,255,2.590,5.403,
2975,,6.087E-5,255,255,255,3.218,5.403,
2976,,4.058E-5,255,255,255,3.968,5.403,
2977,,4.058E-5,255,255,255,5.793,5.403,
2978,,2.029E-5,255,255,255,6.642,5.403,
2979,,4.058E-5,255,255,255,6.739,5.403,
2980,,2.029E-5,255,255,255,8.115,5.403,
2981,,2.029E-5,255,255,255,0.448,5.408,
2982,,2.029E-5,255,255,255,0.917,5.408,
2983,,4.058E-5,255,255,255,3.464,5.408,
2984,,2.029E-5,255,255,255,7.047,5.412,
2985,,2.029E-5,255,255,255,1.426,5.417,
2986,,4.058E-5,255,255,255,1.694,5.417,
2987,,2.029E-5,255,255,255,1.885,5.417,
2988,,4.058E-5,255,255,255,3.685,5.417,
2989,,6.087E-5,255,255,255,5.074,5.417,
2990,,2.029E-5,255,255,255,0.745,5.421,
2991,,2.029E-5,255,255,255,0.881,5.421,
2992,,4.058E-5,255,255,255,1.788,5.421,
2993,,2.029E-5,255,255,255,1.800,5.421,
2994,,6.087E-5,255,255,255,2.292,5.424,
2995,,4.058E-5,255,255,255,2.874,5.421,
2996,,4.058E-5,255,255,255,3.009,5.421,
2997,,4.058E-5,255,255,255,3.230,5.421,
2998,,4.058E-5,255,255,255,5.113,5.421,
2999,,2.029E-5,255,255,255,7.372,5.421,
3000,,8.116E-5,255,255,255,4.185,5.428,
3001,,8.116E-5,255,255,255,4.631,5.428,
3002,,4.058E-5,255,255,255,4.923,5.426,
3003,,4.058E-5,255,255,255,4.946,5.426,
3004,,4.058E-5,255,255,255,5.617,5.426,
3005,,4.058E-5,255,255,255,2.784,5.430,
3006,,4.058E-5,255,255,255,4.541,5.430,
3007,,4.058E-5,255,255,255,0.766,5.437,
3008,,1.015E-4,255,255,255,3.167,5.436,
3009,,2.029E-5,255,255,255,0.579,5.439,
3010,,2.029E-5,255,255,255,0.669,5.439,
3011,,4.058E-5,255,255,255,0.791,5.441,
3012,,4.058E-5,255,255,255,0.890,5.441,
3013,,2.029E-5,255,255,255,1.741,5.439,
3014,,2.029E-5,255,255,255,1.764,5.439,
3015,,2.029E-5,255,255,255,1.809,5.439,
3016,,4.058E-5,255,255,255,2.784,5.439,
3017,,4.058E-5,255,255,255,3.014,5.439,
3018,,4.058E-5,255,255,255,3.054,5.439,
3019,,4.058E-5,255,255,255,4.869,5.439,
3020,,4.058E-5,255,255,255,5.293,5.439,
3021,,4.058E-5,255,255,255,5.725,5.439,
3022,,2.029E-5,255,255,255,7.106,5.439,
3023,,2.029E-5,255,255,255,0.525,5.444,
3024,,2.029E-5,255,255,255,0.709,5.444,
