 ,Area,Mean,Min,Max,X,Y
3989,2.029E-5,255,255,255,2.218,7.628
3990,4.058E-5,255,255,255,6.712,7.628
3991,2.029E-5,255,255,255,3.538,7.633
3992,2.029E-5,255,255,255,1.502,7.642
3993,8.116E-5,255,255,255,3.240,7.646
3994,4.058E-5,255,255,255,2.209,7.649
3995,1.015E-4,255,255,255,6.614,7.649
3996,2.029E-5,255,255,255,3.349,7.651
3997,2.841E-4,255,255,255,6.368,7.661
3998,2.029E-5,255,255,255,6.664,7.651
3999,2.029E-5,255,255,255,1.561,7.655
4000,2.029E-5,255,255,255,4.259,7.655
4001,2.029E-5,255,255,255,5.313,7.655
4002,2.029E-5,255,255,255,5.601,7.655
4003,2.029E-5,255,255,255,1.534,7.660
4004,2.029E-5,255,255,255,1.664,7.660
4005,6.087E-5,255,255,255,3.507,7.661
4006,4.058E-5,255,255,255,4.718,7.662
4007,2.029E-5,255,255,255,6.655,7.660
4008,2.029E-5,255,255,255,3.921,7.664
4009,2.029E-5,255,255,255,4.119,7.664
4010,2.029E-5,255,255,255,6.615,7.664
4011,4.058E-5,255,255,255,3.532,7.669
4012,8.116E-5,255,255,255,2.258,7.677
4013,2.029E-5,255,255,255,4.115,7.673
4014,4.058E-5,255,255,255,6.662,7.676
4015,2.029E-5,255,255,255,6.682,7.673
4016,2.638E-4,255,255,255,2.534,7.685
4017,2.029E-5,255,255,255,4.218,7.678
4018,2.029E-5,255,255,255,4.313,7.682
4019,2.029E-5,255,255,255,4.336,7.682
4020,4.058E-5,255,255,255,1.543,7.689
4021,2.029E-5,255,255,255,1.912,7.687
4022,2.029E-5,255,255,255,2.209,7.687
4023,2.029E-5,255,255,255,2.989,7.687
4024,8.116E-5,255,255,255,3.711,7.690
4025,4.058E-5,255,255,255,4.245,7.689
4026,6.087E-5,255,255,255,3.779,7.693
4027,0.026,255,255,255,4.355,7.827
4028,4.058E-5,255,255,255,5.273,7.694
4029,2.029E-5,255,255,255,3.565,7.696
4030,4.058E-5,255,255,255,2.633,7.703
4031,2.029E-5,255,255,255,3.741,7.700
4032,2.029E-5,255,255,255,7.534,7.700
4033,4.058E-5,255,255,255,2.194,7.707
4034,2.029E-5,255,255,255,2.245,7.705
4035,4.058E-5,255,255,255,3.732,7.707
4036,8.116E-5,255,255,255,2.400,7.714
4037,2.029E-5,255,255,255,3.457,7.714
4038,2.029E-5,255,255,255,3.601,7.714
4039,2.029E-5,255,255,255,3.633,7.718
4040,2.029E-5,255,255,255,4.282,7.723
4041,2.029E-5,255,255,255,2.795,7.727
4042,4.058E-5,255,255,255,4.410,7.727
4043,2.029E-5,255,255,255,7.187,7.732
4044,2.029E-5,255,255,255,2.768,7.736
4045,2.029E-5,255,255,255,2.358,7.741
4046,2.029E-5,255,255,255,5.709,7.741
4047,1.420E-4,255,255,255,4.269,7.752
4048,2.029E-5,255,255,255,6.133,7.745
4049,2.029E-5,255,255,255,1.682,7.750
4050,2.029E-5,255,255,255,4.218,7.755
4051,2.029E-5,255,255,255,6.115,7.755
4052,6.087E-5,255,255,255,6.804,7.768
4053,4.058E-5,255,255,255,4.203,7.770
4054,2.029E-5,255,255,255,6.236,7.768
4055,2.029E-5,255,255,255,6.764,7.768
4056,2.435E-4,255,255,255,4.262,7.785
4057,4.058E-5,255,255,255,4.595,7.773
4058,4.058E-5,255,255,255,3.550,7.782
4059,2.029E-5,255,255,255,4.070,7.782
4060,2.029E-5,255,255,255,2.691,7.786
4061,1.015E-4,255,255,255,4.231,7.798
4062,1.217E-4,255,255,255,4.285,7.797
4063,4.058E-5,255,255,255,2.698,7.800
4064,4.058E-5,255,255,255,3.029,7.802
4065,2.029E-5,255,255,255,4.034,7.800
4066,4.058E-5,255,255,255,2.063,7.804
4067,2.435E-4,255,255,255,4.272,7.816
4068,4.261E-4,255,255,255,4.228,7.823
4069,2.029E-5,255,255,255,2.358,7.813
4070,2.029E-5,255,255,255,4.768,7.813
4071,2.029E-5,255,255,255,3.908,7.818
4072,2.029E-5,255,255,255,3.056,7.822
4073,2.029E-5,255,255,255,2.705,7.831
4074,4.058E-5,255,255,255,4.273,7.833
4075,2.029E-5,255,255,255,2.660,7.836
4076,4.058E-5,255,255,255,2.890,7.842
4077,4.058E-5,255,255,255,5.212,7.840
4078,1.015E-4,255,255,255,3.772,7.850
4079,2.029E-5,255,255,255,6.493,7.845
4080,2.029E-5,255,255,255,2.583,7.849
4081,2.029E-5,255,255,255,2.926,7.849
4082,2.029E-5,255,255,255,2.354,7.854
4083,2.029E-5,255,255,255,2.408,7.858
4084,4.058E-5,255,255,255,2.903,7.860
4085,2.029E-5,255,255,255,2.966,7.858
4086,6.696E-4,255,255,255,4.454,7.877
4087,2.029E-5,255,255,255,4.241,7.863
4088,8.116E-5,255,255,255,5.923,7.865
4089,2.029E-5,255,255,255,2.957,7.867
4090,2.029E-5,255,255,255,4.250,7.867
4091,4.058E-5,255,255,255,6.432,7.872
4092,6.087E-5,255,255,255,4.699,7.884
4093,2.029E-5,255,255,255,6.696,7.885
4094,2.029E-5,255,255,255,4.232,7.899
4095,2.029E-5,255,255,255,2.845,7.903
4096,2.029E-5,255,255,255,5.953,7.908
4097,8.116E-5,255,255,255,6.477,7.910
4098,1.015E-4,255,255,255,6.908,7.916
4099,2.029E-5,255,255,255,3.863,7.926
4100,2.029E-5,255,255,255,2.777,7.930
4101,2.029E-5,255,255,255,6.191,7.930
4102,4.058E-5,255,255,255,3.450,7.944
4103,4.058E-5,255,255,255,5.270,7.944
4104,2.029E-5,255,255,255,6.881,7.944
4105,4.058E-5,255,255,255,4.689,7.948
4106,4.058E-5,255,255,255,6.764,7.955
4107,2.029E-5,255,255,255,2.804,7.971
4108,2.029E-5,255,255,255,3.858,7.971
4109,2.029E-5,255,255,255,3.912,7.971
4110,2.029E-5,255,255,255,6.836,7.971
4111,4.058E-5,255,255,255,5.360,7.975
4112,1.015E-4,255,255,255,6.302,7.979
4113,2.029E-5,255,255,255,6.088,7.989
4114,2.029E-5,255,255,255,6.944,8.002
4115,2.029E-5,255,255,255,1.849,8.007
4116,2.029E-5,255,255,255,7.169,8.016
4117,2.029E-5,255,255,255,4.336,8.020
4118,4.058E-5,255,255,255,6.514,8.020
4119,2.029E-5,255,255,255,1.745,8.038
4120,2.029E-5,255,255,255,4.610,8.038
4121,2.029E-5,255,255,255,5.615,8.038
4122,2.029E-5,255,255,255,4.146,8.043
4123,4.058E-5,255,255,255,3.187,8.050
4124,2.029E-5,255,255,255,4.160,8.047
4125,4.058E-5,255,255,255,5.261,8.050
4126,2.029E-5,255,255,255,5.962,8.047
4127,2.029E-5,255,255,255,2.412,8.061
4128,2.029E-5,255,255,255,3.597,8.061
4129,2.029E-5,255,255,255,2.809,8.065
4130,2.029E-5,255,255,255,4.700,8.065
4131,4.058E-5,255,255,255,4.721,8.065
4132,4.058E-5,255,255,255,4.764,8.072
4133,4.058E-5,255,255,255,2.011,8.077
4134,2.029E-5,255,255,255,5.971,8.074
4135,2.029E-5,255,255,255,3.579,8.083
4136,2.029E-5,255,255,255,5.106,8.083
4137,8.116E-5,255,255,255,7.048,8.092
4138,2.029E-5,255,255,255,3.579,8.092
4139,2.029E-5,255,255,255,4.858,8.092
4140,2.029E-5,255,255,255,4.881,8.092
4141,2.029E-5,255,255,255,6.065,8.092
4142,2.029E-5,255,255,255,6.430,8.092
4143,2.029E-5,255,255,255,2.043,8.097
4144,2.029E-5,255,255,255,3.453,8.097
4145,2.029E-5,255,255,255,4.619,8.097
4146,6.087E-5,255,255,255,4.739,8.098
4147,2.029E-5,255,255,255,4.691,8.101
4148,2.029E-5,255,255,255,2.876,8.106
4149,2.029E-5,255,255,255,3.191,8.106
4150,4.058E-5,255,255,255,3.203,8.115
4151,1.217E-4,255,255,255,3.209,8.131
4152,2.029E-5,255,255,255,3.277,8.128
4153,4.058E-5,255,255,255,4.998,8.131
4154,2.029E-5,255,255,255,6.993,8.133
4155,2.029E-5,255,255,255,4.759,8.137
4156,6.087E-5,255,255,255,3.301,8.143
4157,4.058E-5,255,255,255,3.520,8.149
4158,1.217E-4,255,255,255,3.572,8.151
4159,4.058E-5,255,255,255,6.874,8.146
4160,2.029E-5,255,255,255,3.646,8.151
4161,4.058E-5,255,255,255,3.583,8.158
4162,4.058E-5,255,255,255,4.464,8.160
4163,2.029E-5,255,255,255,5.840,8.160
4164,2.029E-5,255,255,255,3.349,8.169
4165,2.029E-5,255,255,255,5.079,8.173
4166,2.029E-5,255,255,255,5.047,8.178
4167,2.029E-5,255,255,255,4.065,8.187
4168,4.058E-5,255,255,255,4.491,8.187
4169,2.029E-5,255,255,255,5.250,8.191
4170,1.217E-4,255,255,255,6.872,8.197
4171,2.029E-5,255,255,255,6.908,8.196
4172,4.058E-5,255,255,255,4.662,8.203
4173,4.058E-5,255,255,255,4.962,8.203
4174,2.029E-5,255,255,255,3.345,8.205
4175,4.058E-5,255,255,255,4.495,8.205
4176,4.058E-5,255,255,255,5.302,8.205
4177,2.029E-5,255,255,255,6.034,8.205
4178,2.029E-5,255,255,255,5.169,8.209
4179,2.029E-5,255,255,255,3.358,8.214
4180,2.029E-5,255,255,255,4.836,8.214
4181,4.058E-5,255,255,255,3.446,8.218
4182,2.029E-5,255,255,255,4.953,8.218
4183,2.029E-5,255,255,255,6.029,8.218
4184,1.217E-4,255,255,255,4.047,8.227
4185,2.029E-5,255,255,255,4.966,8.227
4186,2.029E-5,255,255,255,4.993,8.227
4187,8.116E-5,255,255,255,2.856,8.236
4188,2.029E-5,255,255,255,4.948,8.232
4189,2.029E-5,255,255,255,2.043,8.236
4190,2.029E-5,255,255,255,2.529,8.236
4191,4.058E-5,255,255,255,2.847,8.243
4192,2.029E-5,255,255,255,3.444,8.241
4193,2.029E-5,255,255,255,6.146,8.250
4194,2.029E-5,255,255,255,5.160,8.264
4195,2.029E-5,255,255,255,5.273,8.277
4196,2.029E-5,255,255,255,2.795,8.286
4197,2.029E-5,255,255,255,5.200,8.291
4198,4.058E-5,255,255,255,5.245,8.293
4199,2.029E-5,255,255,255,3.493,8.295
4200,2.029E-5,255,255,255,6.872,8.295
4201,2.029E-5,255,255,255,2.660,8.300
4202,2.029E-5,255,255,255,5.200,8.300
4203,2.029E-5,255,255,255,2.191,8.304
4204,4.058E-5,255,255,255,3.142,8.306
4205,2.029E-5,255,255,255,2.426,8.322
4206,2.029E-5,255,255,255,2.651,8.322
4207,1.015E-4,255,255,255,3.342,8.323
4208,8.116E-5,255,255,255,3.787,8.327
4209,4.058E-5,255,255,255,2.673,8.338
4210,4.058E-5,255,255,255,3.207,8.338
4211,4.058E-5,255,255,255,6.523,8.338
4212,2.029E-5,255,255,255,3.164,8.340
4213,4.058E-5,255,255,255,3.354,8.342
4214,2.029E-5,255,255,255,3.408,8.340
4215,2.029E-5,255,255,255,3.187,8.345
4216,2.029E-5,255,255,255,3.750,8.345
4217,2.029E-5,255,255,255,3.205,8.349
4218,2.029E-5,255,255,255,3.218,8.349
4219,2.029E-5,255,255,255,3.791,8.349
4220,2.029E-5,255,255,255,4.291,8.354
4221,2.029E-5,255,255,255,3.214,8.358
4222,2.029E-5,255,255,255,5.173,8.358
4223,4.058E-5,255,255,255,4.646,8.365
4224,2.029E-5,255,255,255,3.160,8.367
4225,8.116E-5,255,255,255,3.328,8.373
4226,2.029E-5,255,255,255,4.097,8.372
4227,4.058E-5,255,255,255,3.189,8.376
4228,4.058E-5,255,255,255,4.646,8.378
4229,4.058E-5,255,255,255,3.367,8.383
4230,4.058E-5,255,255,255,2.561,8.387
4231,4.058E-5,255,255,255,3.315,8.385
4232,2.029E-5,255,255,255,3.173,8.403
4233,2.029E-5,255,255,255,2.399,8.408
4234,4.058E-5,255,255,255,5.225,8.421
4235,6.087E-5,255,255,255,2.358,8.430
4236,2.029E-5,255,255,255,4.615,8.426
4237,4.058E-5,255,255,255,2.468,8.437
4238,6.087E-5,255,255,255,4.941,8.438
4239,2.029E-5,255,255,255,3.245,8.444
4240,2.029E-5,255,255,255,4.646,8.444
4241,2.029E-5,255,255,255,5.227,8.444
4242,2.029E-5,255,255,255,3.264,8.448
4243,2.029E-5,255,255,255,4.935,8.453
4244,2.029E-5,255,255,255,5.845,8.453
4245,8.116E-5,255,255,255,5.856,8.459
4246,2.029E-5,255,255,255,2.480,8.462
4247,2.029E-5,255,255,255,3.119,8.462
4248,4.058E-5,255,255,255,3.223,8.468
4249,2.029E-5,255,255,255,3.259,8.471
4250,2.029E-5,255,255,255,5.300,8.471
4251,2.029E-5,255,255,255,6.448,8.480
4252,2.029E-5,255,255,255,4.088,8.489
4253,8.116E-5,255,255,255,5.212,8.491
4254,7.102E-4,255,255,255,3.713,8.512
4255,2.029E-5,255,255,255,3.718,8.493
4256,8.116E-5,255,255,255,4.045,8.495
4257,2.029E-5,255,255,255,4.619,8.493
4258,4.058E-5,255,255,255,3.119,8.509
4259,2.029E-4,255,255,255,3.508,8.532
4260,4.058E-5,255,255,255,4.822,8.527
4261,6.087E-5,255,255,255,5.227,8.525
4262,2.029E-5,255,255,255,5.525,8.525
4263,2.029E-5,255,255,255,5.971,8.525
4264,4.058E-5,255,255,255,4.464,8.534
4265,2.029E-5,255,255,255,2.669,8.538
4266,2.029E-5,255,255,255,4.736,8.538
4267,2.029E-5,255,255,255,5.971,8.538
4268,2.029E-5,255,255,255,3.241,8.547
4269,2.029E-5,255,255,255,5.115,8.547
4270,2.029E-5,255,255,255,5.205,8.547
4271,8.116E-5,255,255,255,4.928,8.554
4272,2.029E-5,255,255,255,3.457,8.556
4273,2.029E-5,255,255,255,2.723,8.561
4274,2.029E-5,255,255,255,4.173,8.561
4275,4.058E-5,255,255,255,4.973,8.561
4276,2.029E-5,255,255,255,4.187,8.565
4277,2.029E-5,255,255,255,3.489,8.570
4278,2.029E-5,255,255,255,4.732,8.570
4279,2.029E-5,255,255,255,4.966,8.570
4280,6.087E-5,255,255,255,5.307,8.576
4281,2.029E-5,255,255,255,5.273,8.579
4282,2.029E-5,255,255,255,3.583,8.588
4283,2.029E-5,255,255,255,5.277,8.588
4284,2.029E-5,255,255,255,4.741,8.592
4285,4.058E-5,255,255,255,4.550,8.597
4286,2.029E-5,255,255,255,3.957,8.601
4287,4.058E-5,255,255,255,4.563,8.601
4288,2.029E-5,255,255,255,5.755,8.601
4289,4.058E-5,255,255,255,4.486,8.619
4290,2.029E-5,255,255,255,4.655,8.619
4291,2.029E-5,255,255,255,5.399,8.619
4292,2.029E-5,255,255,255,4.673,8.633
4293,2.029E-5,255,255,255,2.903,8.637
4294,2.029E-5,255,255,255,3.484,8.646
4295,2.029E-5,255,255,255,5.399,8.646
4296,2.029E-5,255,255,255,3.516,8.651
4297,2.029E-5,255,255,255,3.556,8.651
4298,2.029E-5,255,255,255,3.340,8.655
4299,4.058E-5,255,255,255,3.500,8.658
4300,6.087E-5,255,255,255,3.869,8.657
4301,2.029E-5,255,255,255,3.529,8.660
4302,2.029E-5,255,255,255,5.381,8.660
4303,2.029E-5,255,255,255,5.047,8.669
4304,2.029E-5,255,255,255,3.178,8.682
4305,8.116E-5,255,255,255,4.414,8.685
4306,2.029E-5,255,255,255,4.169,8.691
4307,2.029E-5,255,255,255,2.903,8.696
4308,2.029E-5,255,255,255,4.209,8.696
4309,2.029E-5,255,255,255,4.115,8.700
4310,4.058E-5,255,255,255,3.176,8.709
4311,2.029E-5,255,255,255,4.164,8.709
4312,2.029E-5,255,255,255,4.637,8.718
4313,4.058E-5,255,255,255,4.937,8.725
4314,0.003,255,255,255,4.140,8.774
4315,2.029E-5,255,255,255,3.115,8.736
4316,2.029E-5,255,255,255,3.489,8.741
4317,2.029E-5,255,255,255,3.146,8.745
4318,2.029E-5,255,255,255,4.619,8.745
4319,2.029E-5,255,255,255,5.394,8.745
4320,2.029E-5,255,255,255,5.056,8.750
4321,2.029E-5,255,255,255,4.800,8.759
4322,2.029E-5,255,255,255,3.187,8.764
4323,2.029E-5,255,255,255,3.205,8.764
4324,2.029E-5,255,255,255,4.286,8.764
4325,2.029E-5,255,255,255,3.115,8.768
4326,2.029E-5,255,255,255,5.376,8.768
4327,2.029E-5,255,255,255,3.250,8.773
4328,2.029E-5,255,255,255,5.200,8.773
4329,2.029E-5,255,255,255,5.209,8.773
4330,2.029E-5,255,255,255,4.705,8.786
4331,4.058E-5,255,255,255,4.896,8.786
4332,2.029E-5,255,255,255,4.236,8.791
4333,2.029E-5,255,255,255,3.205,8.795
4334,4.058E-5,255,255,255,3.833,8.795
4335,2.029E-5,255,255,255,5.034,8.795
4336,8.116E-5,255,255,255,4.468,8.806
4337,2.029E-5,255,255,255,5.128,8.804
4338,2.029E-5,255,255,255,3.322,8.809
4339,6.087E-5,255,255,255,3.550,8.815
4340,2.029E-5,255,255,255,4.209,8.818
4341,2.029E-5,255,255,255,3.588,8.822
4342,2.029E-5,255,255,255,4.097,8.822
4343,2.029E-5,255,255,255,5.318,8.822
4344,2.029E-5,255,255,255,4.903,8.827
4345,2.029E-5,255,255,255,4.133,8.831
4346,2.029E-5,255,255,255,3.363,8.836
4347,2.029E-5,255,255,255,5.304,8.836
4348,2.029E-5,255,255,255,3.552,8.840
4349,2.029E-5,255,255,255,3.606,8.840
4350,2.029E-5,255,255,255,3.417,8.845
4351,2.029E-5,255,255,255,3.588,8.845
4352,4.058E-5,255,255,255,4.464,8.845
4353,4.058E-5,255,255,255,4.532,8.845
4354,2.029E-5,255,255,255,5.182,8.849
4355,2.029E-5,255,255,255,3.457,8.858
4356,2.029E-5,255,255,255,3.556,8.858
4357,4.058E-5,255,255,255,3.514,8.863
4358,2.029E-5,255,255,255,4.872,8.863
4359,2.029E-5,255,255,255,3.556,8.867
4360,2.029E-5,255,255,255,5.178,8.867
4361,4.058E-5,255,255,255,3.563,8.874
4362,2.029E-5,255,255,255,3.543,8.876
4363,2.029E-5,255,255,255,3.525,8.881
4364,2.029E-5,255,255,255,5.286,8.881
4365,4.058E-5,255,255,255,3.730,8.890
4366,2.029E-5,255,255,255,5.394,8.890
4367,2.029E-5,255,255,255,3.935,8.894
4368,2.029E-5,255,255,255,4.795,8.894
4369,2.029E-5,255,255,255,5.358,8.894
4370,2.029E-5,255,255,255,4.755,8.899
4371,4.058E-5,255,255,255,5.279,8.899
4372,2.029E-5,255,255,255,5.291,8.903
4373,4.058E-5,255,255,255,5.230,8.910
4374,2.029E-5,255,255,255,3.673,8.912
4375,2.029E-5,255,255,255,3.926,8.912
4376,4.058E-5,255,255,255,5.041,8.912
4377,8.116E-5,255,255,255,5.257,8.917
4378,2.029E-5,255,255,255,4.340,8.917
4379,4.058E-5,255,255,255,4.036,8.923
4380,2.029E-5,255,255,255,4.313,8.926
4381,6.087E-5,255,255,255,4.971,8.929
4382,2.029E-5,255,255,255,4.637,8.930
4383,2.029E-5,255,255,255,4.151,8.948
4384,2.029E-5,255,255,255,4.106,8.962
4385,2.029E-5,255,255,255,4.119,8.962
4386,2.029E-5,255,255,255,4.691,8.962
4387,2.029E-5,255,255,255,4.592,8.971
4388,4.058E-5,255,255,255,4.414,8.984
