 ,Area,Mean,Min,Max,X,Y
1,2.029E-5,255,255,255,4.151,0.011
2,2.029E-5,255,255,255,4.178,0.011
3,2.029E-5,255,255,255,4.218,0.025
4,4.058E-5,255,255,255,4.446,0.029
5,4.058E-5,255,255,255,4.410,0.034
6,4.058E-5,255,255,255,4.541,0.034
7,2.029E-5,255,255,255,4.980,0.034
8,2.029E-5,255,255,255,4.327,0.038
9,2.029E-5,255,255,255,4.930,0.038
10,4.058E-5,255,255,255,4.568,0.047
11,2.029E-5,255,255,255,4.119,0.052
12,8.116E-5,255,255,255,4.495,0.054
13,2.029E-5,255,255,255,4.043,0.056
14,2.029E-5,255,255,255,3.849,0.061
15,4.058E-5,255,255,255,4.473,0.061
16,2.029E-5,255,255,255,5.061,0.061
17,4.058E-5,255,255,255,4.764,0.068
18,2.029E-5,255,255,255,3.727,0.074
19,2.029E-5,255,255,255,3.687,0.079
20,2.029E-5,255,255,255,3.782,0.079
21,2.029E-5,255,255,255,5.146,0.079
22,4.058E-5,255,255,255,4.464,0.083
23,2.029E-5,255,255,255,5.273,0.083
24,2.029E-5,255,255,255,5.349,0.092
25,4.058E-5,255,255,255,4.545,0.097
26,2.029E-5,255,255,255,5.390,0.101
27,6.087E-5,255,255,255,3.513,0.107
28,2.029E-5,255,255,255,3.858,0.106
29,2.029E-5,255,255,255,4.151,0.106
30,2.029E-5,255,255,255,4.372,0.106
31,2.029E-5,255,255,255,5.241,0.106
32,2.029E-5,255,255,255,5.331,0.106
33,4.058E-5,255,255,255,5.369,0.106
34,4.058E-5,255,255,255,4.441,0.115
35,2.029E-5,255,255,255,5.489,0.115
36,2.029E-5,255,255,255,5.142,0.119
37,2.029E-5,255,255,255,5.277,0.119
38,2.029E-5,255,255,255,5.011,0.124
39,2.029E-5,255,255,255,5.484,0.124
40,4.058E-5,255,255,255,4.437,0.128
41,4.058E-5,255,255,255,4.405,0.137
42,1.217E-4,255,255,255,4.443,0.139
43,2.029E-5,255,255,255,4.606,0.146
44,2.029E-5,255,255,255,5.074,0.146
45,4.058E-5,255,255,255,5.293,0.149
46,2.029E-5,255,255,255,3.651,0.151
47,2.029E-5,255,255,255,4.151,0.151
48,2.029E-5,255,255,255,4.354,0.151
49,4.058E-5,255,255,255,4.550,0.151
50,2.029E-5,255,255,255,4.615,0.151
51,2.029E-5,255,255,255,3.453,0.155
52,2.029E-5,255,255,255,3.547,0.155
53,2.029E-5,255,255,255,4.255,0.155
54,4.058E-5,255,255,255,4.509,0.155
55,2.029E-5,255,255,255,5.403,0.155
56,4.058E-5,255,255,255,4.923,0.173
57,1.015E-4,255,255,255,4.364,0.187
58,2.029E-5,255,255,255,5.061,0.191
59,4.058E-5,255,255,255,5.124,0.194
60,2.029E-5,255,255,255,4.399,0.200
61,2.029E-5,255,255,255,5.124,0.205
62,2.029E-5,255,255,255,3.484,0.214
63,4.058E-5,255,255,255,4.464,0.218
64,4.058E-5,255,255,255,3.491,0.225
65,4.058E-5,255,255,255,4.905,0.227
66,2.029E-5,255,255,255,5.849,0.232
67,4.058E-5,255,255,255,3.477,0.236
68,2.029E-5,255,255,255,5.340,0.236
69,2.029E-5,255,255,255,3.070,0.241
70,2.029E-5,255,255,255,3.101,0.250
71,8.116E-5,255,255,255,3.414,0.264
72,2.029E-5,255,255,255,3.421,0.277
73,2.029E-5,255,255,255,5.345,0.291
74,2.029E-5,255,255,255,4.273,0.295
75,1.217E-4,255,255,255,3.547,0.311
76,1.015E-4,255,255,255,4.568,0.309
77,2.029E-5,255,255,255,4.651,0.313
78,2.029E-5,255,255,255,5.845,0.313
79,2.029E-5,255,255,255,4.750,0.327
80,4.058E-5,255,255,255,4.777,0.329
81,2.029E-5,255,255,255,3.056,0.340
82,4.058E-5,255,255,255,4.432,0.340
83,2.029E-5,255,255,255,5.349,0.349
84,2.029E-5,255,255,255,5.840,0.354
85,4.058E-5,255,255,255,4.536,0.358
86,4.058E-5,255,255,255,4.410,0.367
87,2.029E-5,255,255,255,3.777,0.372
88,2.029E-5,255,255,255,4.664,0.376
89,2.029E-5,255,255,255,4.764,0.376
90,6.087E-5,255,255,255,5.307,0.379
91,2.029E-5,255,255,255,5.349,0.376
92,4.058E-5,255,255,255,2.860,0.381
93,4.058E-5,255,255,255,4.491,0.381
94,6.087E-5,255,255,255,4.507,0.381
95,2.029E-5,255,255,255,5.340,0.381
96,2.029E-5,255,255,255,5.273,0.385
97,2.029E-5,255,255,255,5.349,0.394
98,2.029E-5,255,255,255,3.453,0.403
99,2.029E-5,255,255,255,4.327,0.408
100,4.058E-5,255,255,255,4.500,0.408
101,2.029E-5,255,255,255,5.381,0.408
102,2.029E-5,255,255,255,4.142,0.412
103,2.029E-5,255,255,255,5.074,0.421
104,4.058E-5,255,255,255,6.144,0.421
105,2.029E-5,255,255,255,3.070,0.435
106,2.029E-5,255,255,255,4.322,0.439
107,6.087E-5,255,255,255,3.119,0.448
108,2.029E-5,255,255,255,5.250,0.448
109,4.058E-5,255,255,255,4.491,0.457
110,2.029E-5,255,255,255,3.917,0.462
111,4.058E-5,255,255,255,3.009,0.484
112,2.029E-5,255,255,255,5.079,0.484
113,2.029E-5,255,255,255,4.133,0.489
114,4.058E-5,255,255,255,4.419,0.498
115,2.029E-5,255,255,255,2.525,0.511
116,2.029E-5,255,255,255,3.173,0.520
117,4.058E-5,255,255,255,4.523,0.520
118,2.029E-5,255,255,255,4.669,0.520
119,2.029E-5,255,255,255,5.106,0.520
120,4.058E-5,255,255,255,3.291,0.527
121,2.029E-5,255,255,255,4.151,0.529
122,2.029E-5,255,255,255,5.128,0.529
123,2.029E-5,255,255,255,5.250,0.529
124,2.029E-5,255,255,255,4.597,0.534
125,2.029E-4,255,255,255,6.291,0.541
126,2.029E-5,255,255,255,6.268,0.547
127,2.029E-5,255,255,255,6.277,0.547
128,2.029E-5,255,255,255,2.606,0.552
129,4.058E-5,255,255,255,4.505,0.561
130,4.058E-5,255,255,255,4.423,0.565
131,2.029E-5,255,255,255,6.354,0.565
132,2.029E-5,255,255,255,2.435,0.570
133,2.029E-5,255,255,255,5.218,0.574
134,2.029E-5,255,255,255,5.232,0.574
135,2.029E-5,255,255,255,2.831,0.579
136,2.029E-5,255,255,255,4.340,0.588
137,4.058E-5,255,255,255,2.829,0.597
138,2.029E-5,255,255,255,4.709,0.597
139,2.029E-5,255,255,255,5.286,0.597
140,4.058E-5,255,255,255,2.966,0.604
141,2.029E-5,255,255,255,3.318,0.601
142,8.116E-5,255,255,255,5.336,0.607
143,2.029E-5,255,255,255,2.349,0.610
144,1.015E-4,255,255,255,5.125,0.619
145,4.058E-5,255,255,255,4.455,0.619
146,2.029E-4,255,255,255,4.559,0.625
147,2.029E-5,255,255,255,4.764,0.619
148,1.015E-4,255,255,255,6.542,0.632
149,2.029E-5,255,255,255,3.268,0.633
150,4.058E-5,255,255,255,4.495,0.637
151,2.029E-5,255,255,255,5.142,0.642
152,2.029E-5,255,255,255,5.155,0.646
153,0.001,255,255,255,6.146,0.675
154,2.029E-5,255,255,255,3.646,0.651
155,2.029E-5,255,255,255,4.989,0.651
156,1.217E-4,255,255,255,6.243,0.655
157,1.217E-4,255,255,255,4.414,0.664
158,2.029E-5,255,255,255,5.322,0.664
159,3.044E-4,255,255,255,6.236,0.673
160,2.029E-5,255,255,255,6.800,0.673
161,2.029E-5,255,255,255,4.092,0.682
162,2.029E-5,255,255,255,3.137,0.696
163,2.029E-5,255,255,255,5.164,0.705
164,2.029E-5,255,255,255,2.818,0.709
165,2.029E-5,255,255,255,4.836,0.714
166,4.058E-5,255,255,255,6.189,0.716
167,2.029E-5,255,255,255,3.007,0.718
168,2.029E-5,255,255,255,5.349,0.723
169,2.029E-5,255,255,255,5.777,0.723
170,2.029E-5,255,255,255,2.070,0.727
171,2.029E-5,255,255,255,3.507,0.732
172,2.029E-5,255,255,255,4.628,0.732
173,4.058E-5,255,255,255,4.045,0.741
174,4.058E-5,255,255,255,6.158,0.741
175,4.058E-5,255,255,255,2.268,0.766
176,2.029E-5,255,255,255,2.426,0.764
177,4.058E-5,255,255,255,2.045,0.768
178,4.058E-5,255,255,255,5.198,0.773
179,2.029E-5,255,255,255,5.430,0.773
180,2.029E-5,255,255,255,2.376,0.777
181,2.029E-5,255,255,255,2.529,0.786
182,2.029E-5,255,255,255,5.827,0.786
183,2.029E-5,255,255,255,2.561,0.791
184,2.029E-5,255,255,255,6.061,0.791
185,2.029E-5,255,255,255,2.345,0.795
186,2.029E-5,255,255,255,2.133,0.800
187,2.029E-5,255,255,255,2.052,0.813
188,2.029E-5,255,255,255,4.881,0.822
189,2.029E-5,255,255,255,5.421,0.822
190,4.058E-5,255,255,255,6.221,0.822
191,2.029E-5,255,255,255,2.448,0.831
192,4.058E-5,255,255,255,6.966,0.833
193,2.029E-5,255,255,255,3.723,0.840
194,2.029E-5,255,255,255,6.867,0.845
195,4.058E-5,255,255,255,6.894,0.847
196,4.058E-5,255,255,255,5.390,0.851
197,2.029E-5,255,255,255,6.345,0.849
198,6.087E-5,255,255,255,6.378,0.852
199,2.029E-5,255,255,255,3.020,0.854
200,2.029E-5,255,255,255,7.101,0.854
201,4.058E-5,255,255,255,6.354,0.860
202,2.029E-5,255,255,255,6.426,0.863
203,2.029E-5,255,255,255,6.885,0.863
204,2.029E-5,255,255,255,6.966,0.863
205,4.058E-5,255,255,255,2.872,0.874
206,2.029E-5,255,255,255,6.921,0.872
207,2.029E-5,255,255,255,6.935,0.872
208,4.058E-5,255,255,255,2.680,0.876
209,2.029E-5,255,255,255,2.691,0.876
210,2.029E-5,255,255,255,5.827,0.876
211,2.029E-5,255,255,255,6.376,0.876
212,4.058E-5,255,255,255,2.122,0.881
213,4.058E-5,255,255,255,6.498,0.892
214,4.058E-5,255,255,255,6.928,0.901
215,2.029E-5,255,255,255,6.849,0.903
216,2.029E-5,255,255,255,6.894,0.903
217,2.029E-5,255,255,255,6.975,0.903
218,4.058E-5,255,255,255,7.099,0.903
219,5.478E-4,255,255,255,7.027,0.942
220,2.029E-5,255,255,255,4.047,0.935
221,2.029E-5,255,255,255,1.777,0.939
222,2.029E-5,255,255,255,5.020,0.944
223,2.029E-5,255,255,255,5.714,0.944
224,2.029E-5,255,255,255,1.881,0.948
225,2.029E-5,255,255,255,5.182,0.948
226,5.478E-4,255,255,255,5.728,0.958
227,2.029E-5,255,255,255,2.836,0.953
228,2.029E-5,255,255,255,5.511,0.953
229,2.029E-5,255,255,255,2.786,0.957
230,2.029E-5,255,255,255,5.791,0.957
231,2.029E-5,255,255,255,6.953,0.957
232,4.058E-5,255,255,255,2.227,0.986
233,2.029E-5,255,255,255,6.750,0.998
234,4.058E-5,255,255,255,2.050,1.002
235,2.029E-5,255,255,255,7.025,1.002
236,4.058E-5,255,255,255,7.131,1.007
237,4.058E-5,255,255,255,5.018,1.011
238,4.058E-5,255,255,255,2.041,1.016
239,2.029E-5,255,255,255,3.426,1.016
240,2.029E-5,255,255,255,5.034,1.016
241,2.029E-5,255,255,255,3.178,1.020
242,4.058E-5,255,255,255,3.462,1.023
243,2.029E-5,255,255,255,5.282,1.025
244,2.029E-5,255,255,255,5.169,1.034
245,2.029E-5,255,255,255,4.926,1.038
246,2.029E-5,255,255,255,5.606,1.038
247,2.029E-5,255,255,255,5.349,1.047
248,6.087E-5,255,255,255,5.583,1.052
249,4.058E-5,255,255,255,5.854,1.050
250,2.029E-5,255,255,255,6.800,1.047
251,2.029E-5,255,255,255,2.313,1.052
252,2.029E-5,255,255,255,4.917,1.052
253,2.029E-5,255,255,255,5.155,1.052
254,2.029E-5,255,255,255,3.079,1.056
255,6.087E-5,255,255,255,3.660,1.058
256,2.029E-5,255,255,255,5.606,1.056
257,2.029E-5,255,255,255,6.169,1.061
258,2.029E-5,255,255,255,5.601,1.065
259,4.058E-5,255,255,255,6.126,1.065
260,2.029E-5,255,255,255,3.453,1.070
261,2.029E-5,255,255,255,5.372,1.070
262,2.029E-5,255,255,255,5.646,1.070
263,1.217E-4,255,255,255,6.333,1.074
264,2.029E-5,255,255,255,6.939,1.070
265,1.015E-4,255,255,255,5.109,1.077
266,8.116E-5,255,255,255,5.563,1.077
267,2.029E-5,255,255,255,7.011,1.074
268,2.029E-5,255,255,255,7.043,1.074
269,2.029E-5,255,255,255,2.227,1.079
270,1.015E-4,255,255,255,5.093,1.095
271,2.029E-5,255,255,255,5.637,1.097
272,2.029E-5,255,255,255,6.439,1.101
273,2.029E-5,255,255,255,3.642,1.110
274,2.029E-5,255,255,255,6.385,1.110
275,4.058E-5,255,255,255,1.640,1.115
276,2.029E-5,255,255,255,2.007,1.115
277,2.029E-5,255,255,255,2.597,1.115
278,2.029E-5,255,255,255,2.610,1.115
279,2.029E-5,255,255,255,3.651,1.115
280,2.029E-5,255,255,255,2.259,1.119
281,2.029E-5,255,255,255,6.745,1.124
282,8.116E-5,255,255,255,6.752,1.130
283,2.029E-5,255,255,255,1.565,1.133
284,2.029E-5,255,255,255,1.588,1.133
285,2.029E-5,255,255,255,2.736,1.133
286,2.029E-5,255,255,255,2.768,1.133
287,2.029E-5,255,255,255,3.011,1.133
288,4.058E-5,255,255,255,4.432,1.133
289,4.058E-5,255,255,255,4.968,1.140
290,2.029E-5,255,255,255,6.439,1.137
291,1.217E-4,255,255,255,4.878,1.144
292,2.029E-5,255,255,255,5.655,1.142
293,4.058E-5,255,255,255,1.581,1.146
294,0.010,255,255,255,4.927,1.211
295,2.029E-5,255,255,255,6.381,1.155
296,2.029E-5,255,255,255,5.588,1.160
297,4.058E-5,255,255,255,6.784,1.162
298,2.029E-5,255,255,255,6.759,1.164
299,2.029E-5,255,255,255,5.588,1.173
300,2.029E-5,255,255,255,6.732,1.182
301,4.058E-5,255,255,255,3.023,1.187
302,4.058E-5,255,255,255,4.495,1.191
303,2.029E-5,255,255,255,6.088,1.191
304,4.058E-5,255,255,255,5.545,1.198
305,4.058E-5,255,255,255,1.755,1.203
306,4.058E-5,255,255,255,2.804,1.203
307,4.058E-5,255,255,255,1.502,1.212
308,2.029E-5,255,255,255,5.682,1.218
309,4.058E-5,255,255,255,1.471,1.230
310,2.029E-5,255,255,255,1.547,1.236
311,2.029E-5,255,255,255,1.700,1.236
312,2.029E-5,255,255,255,1.795,1.236
313,2.029E-5,255,255,255,2.056,1.236
314,4.058E-5,255,255,255,3.034,1.239
315,2.029E-5,255,255,255,1.417,1.245
316,4.058E-5,255,255,255,1.426,1.252
317,2.029E-5,255,255,255,6.881,1.250
318,4.058E-5,255,255,255,1.966,1.266
319,4.058E-5,255,255,255,2.755,1.270
320,2.029E-5,255,255,255,2.917,1.268
321,4.058E-5,255,255,255,2.957,1.270
322,2.029E-5,255,255,255,4.854,1.268
323,2.029E-5,255,255,255,2.998,1.273
324,2.029E-5,255,255,255,1.669,1.277
325,2.029E-5,255,255,255,5.755,1.277
326,2.029E-5,255,255,255,1.786,1.282
327,2.029E-5,255,255,255,2.926,1.282
328,6.087E-5,255,255,255,6.896,1.283
329,4.058E-5,255,255,255,1.797,1.286
330,2.029E-5,255,255,255,2.998,1.286
331,4.058E-5,255,255,255,4.896,1.288
332,8.116E-5,255,255,255,2.624,1.293
333,6.087E-5,255,255,255,6.861,1.294
334,4.058E-5,255,255,255,6.883,1.291
335,8.116E-5,255,255,255,7.167,1.293
336,2.029E-5,255,255,255,4.628,1.295
337,4.058E-5,255,255,255,6.872,1.297
338,2.029E-5,255,255,255,4.313,1.300
339,4.058E-5,255,255,255,6.545,1.300
340,2.029E-5,255,255,255,6.845,1.300
341,2.029E-5,255,255,255,7.191,1.300
342,1.217E-4,255,255,255,4.568,1.309
343,2.029E-5,255,255,255,6.565,1.304
344,2.029E-5,255,255,255,6.867,1.309
345,4.058E-5,255,255,255,6.905,1.311
346,1.015E-4,255,255,255,6.937,1.315
347,8.116E-5,255,255,255,1.776,1.316
348,2.029E-5,255,255,255,1.642,1.327
349,4.058E-5,255,255,255,6.894,1.329
350,4.058E-5,255,255,255,2.209,1.333
351,4.058E-5,255,255,255,2.869,1.331
352,2.029E-5,255,255,255,6.520,1.336
353,6.087E-5,255,255,255,1.607,1.343
354,2.029E-5,255,255,255,1.457,1.358
355,2.029E-5,255,255,255,1.682,1.358
356,2.029E-5,255,255,255,5.169,1.358
357,4.058E-5,255,255,255,5.885,1.360
358,4.058E-5,255,255,255,4.468,1.363
359,2.029E-5,255,255,255,5.939,1.363
360,4.058E-5,255,255,255,6.631,1.363
361,6.087E-5,255,255,255,7.004,1.364
362,2.029E-5,255,255,255,7.101,1.367
363,2.029E-5,255,255,255,1.646,1.372
364,2.029E-5,255,255,255,3.236,1.372
365,6.087E-5,255,255,255,5.855,1.373
366,0.003,255,255,255,1.613,1.415
367,2.029E-5,255,255,255,2.899,1.376
368,2.029E-5,255,255,255,3.493,1.376
369,2.029E-5,255,255,255,2.200,1.381
370,4.058E-5,255,255,255,5.890,1.387
371,2.029E-5,255,255,255,2.349,1.390
372,2.029E-5,255,255,255,7.079,1.390
373,2.029E-5,255,255,255,2.885,1.394
374,2.029E-5,255,255,255,6.601,1.394
375,2.029E-5,255,255,255,1.709,1.399
376,2.029E-5,255,255,255,6.948,1.399
377,2.029E-5,255,255,255,6.966,1.399
378,2.029E-5,255,255,255,1.727,1.403
379,4.058E-5,255,255,255,1.561,1.410
380,2.029E-5,255,255,255,7.074,1.408
381,4.058E-5,255,255,255,1.550,1.412
382,2.029E-5,255,255,255,5.178,1.417
383,2.029E-5,255,255,255,3.065,1.426
384,2.029E-5,255,255,255,7.309,1.430
385,2.029E-5,255,255,255,1.655,1.435
386,2.029E-5,255,255,255,5.381,1.435
387,0.002,255,255,255,1.563,1.469
388,1.623E-4,255,255,255,1.668,1.447
389,2.029E-5,255,255,255,4.255,1.439
390,2.029E-5,255,255,255,5.119,1.439
391,2.029E-5,255,255,255,1.714,1.444
392,2.029E-5,255,255,255,1.525,1.448
393,6.087E-5,255,255,255,5.382,1.450
394,2.029E-5,255,255,255,6.993,1.453
395,4.058E-5,255,255,255,5.218,1.464
396,2.029E-5,255,255,255,6.759,1.471
397,4.058E-5,255,255,255,2.378,1.484
398,2.029E-5,255,255,255,1.187,1.489
399,2.029E-5,255,255,255,1.318,1.489
400,2.029E-5,255,255,255,2.885,1.489
401,6.087E-5,255,255,255,6.715,1.493
402,6.087E-5,255,255,255,2.670,1.501
403,4.058E-5,255,255,255,7.838,1.502
404,2.029E-5,255,255,255,3.137,1.507
405,2.029E-5,255,255,255,7.336,1.507
406,2.029E-5,255,255,255,1.273,1.511
407,2.029E-5,255,255,255,1.151,1.525
408,6.087E-5,255,255,255,5.107,1.532
409,2.029E-5,255,255,255,7.849,1.529
410,2.029E-5,255,255,255,7.777,1.534
411,2.029E-5,255,255,255,2.534,1.552
412,4.058E-5,255,255,255,4.300,1.554
413,2.029E-5,255,255,255,2.669,1.556
414,2.029E-5,255,255,255,5.466,1.556
415,2.029E-5,255,255,255,5.863,1.556
416,2.029E-5,255,255,255,6.642,1.556
417,2.029E-5,255,255,255,1.669,1.561
418,2.029E-5,255,255,255,1.556,1.570
419,4.058E-5,255,255,255,3.300,1.572
420,2.029E-5,255,255,255,5.867,1.570
421,8.116E-5,255,255,255,7.323,1.579
422,2.029E-5,255,255,255,1.480,1.579
423,2.029E-5,255,255,255,6.966,1.588
424,2.029E-5,255,255,255,1.493,1.597
425,2.029E-5,255,255,255,5.561,1.597
426,1.015E-4,255,255,255,6.641,1.600
427,6.087E-5,255,255,255,3.424,1.616
428,6.087E-5,255,255,255,5.463,1.627
429,4.058E-5,255,255,255,5.795,1.626
430,2.029E-5,255,255,255,5.110,1.633
431,2.029E-5,255,255,255,1.178,1.637
432,2.029E-5,255,255,255,1.678,1.637
433,2.029E-5,255,255,255,4.624,1.637
434,2.029E-5,255,255,255,2.700,1.646
435,4.058E-5,255,255,255,3.586,1.649
436,2.029E-5,255,255,255,7.849,1.646
437,6.087E-5,255,255,255,1.896,1.654
438,2.029E-5,255,255,255,6.935,1.651
439,2.029E-5,255,255,255,1.412,1.655
440,2.029E-5,255,255,255,1.705,1.655
441,2.029E-5,255,255,255,1.885,1.655
442,2.029E-5,255,255,255,3.259,1.655
443,2.029E-5,255,255,255,4.637,1.655
444,4.058E-5,255,255,255,6.854,1.658
445,2.029E-5,255,255,255,1.241,1.660
446,4.058E-5,255,255,255,1.356,1.662
447,2.029E-5,255,255,255,6.957,1.660
448,2.029E-5,255,255,255,3.448,1.669
449,2.029E-5,255,255,255,7.818,1.678
450,2.029E-5,255,255,255,1.214,1.682
451,2.029E-5,255,255,255,1.651,1.682
452,4.058E-5,255,255,255,5.104,1.689
453,2.029E-5,255,255,255,3.462,1.700
454,4.058E-5,255,255,255,5.097,1.703
455,2.029E-5,255,255,255,1.146,1.705
456,2.029E-5,255,255,255,1.358,1.705
457,2.029E-5,255,255,255,2.511,1.705
458,2.029E-5,255,255,255,2.700,1.705
459,8.116E-5,255,255,255,2.752,1.707
460,6.087E-5,255,255,255,2.891,1.708
461,2.029E-5,255,255,255,1.227,1.709
462,4.058E-5,255,255,255,2.986,1.716
463,2.029E-5,255,255,255,4.097,1.714
464,2.029E-5,255,255,255,4.286,1.714
465,2.029E-5,255,255,255,4.327,1.714
466,2.435E-4,255,255,255,4.634,1.722
467,2.029E-5,255,255,255,7.110,1.714
468,4.058E-5,255,255,255,1.507,1.721
469,2.029E-5,255,255,255,1.516,1.718
470,2.029E-5,255,255,255,2.903,1.718
471,4.058E-5,255,255,255,4.608,1.718
472,2.029E-5,255,255,255,3.502,1.723
473,2.029E-5,255,255,255,5.354,1.723
474,2.029E-5,255,255,255,1.196,1.727
475,2.029E-5,255,255,255,5.137,1.727
476,2.029E-5,255,255,255,5.286,1.727
477,2.029E-5,255,255,255,1.282,1.732
478,4.058E-5,255,255,255,1.797,1.734
479,2.029E-5,255,255,255,7.128,1.732
480,2.029E-5,255,255,255,7.899,1.732
481,2.029E-5,255,255,255,2.475,1.736
482,4.058E-5,255,255,255,4.644,1.736
483,2.029E-5,255,255,255,5.133,1.736
484,2.029E-5,255,255,255,7.115,1.736
485,2.029E-5,255,255,255,7.137,1.736
486,2.029E-5,255,255,255,1.759,1.741
487,2.029E-4,255,255,255,2.963,1.749
488,2.029E-5,255,255,255,2.696,1.745
489,4.058E-5,255,255,255,2.716,1.748
490,2.029E-5,255,255,255,2.727,1.745
491,2.029E-5,255,255,255,3.840,1.745
492,2.029E-5,255,255,255,5.128,1.745
493,2.029E-5,255,255,255,7.070,1.745
494,2.029E-5,255,255,255,5.101,1.750
495,2.029E-5,255,255,255,2.489,1.755
496,2.029E-5,255,255,255,5.119,1.755
497,2.029E-5,255,255,255,8.038,1.755
498,1.015E-4,255,255,255,2.792,1.763
499,4.058E-5,255,255,255,3.018,1.761
500,2.029E-5,255,255,255,7.426,1.759
501,2.029E-5,255,255,255,2.917,1.764
502,2.029E-5,255,255,255,7.074,1.764
503,4.058E-5,255,255,255,8.036,1.764
504,2.029E-5,255,255,255,1.606,1.768
505,2.029E-5,255,255,255,1.966,1.768
506,2.029E-5,255,255,255,2.939,1.768
507,2.029E-5,255,255,255,3.056,1.768
508,2.029E-5,255,255,255,4.953,1.768
509,2.029E-5,255,255,255,6.723,1.768
510,2.029E-5,255,255,255,1.745,1.773
511,2.029E-5,255,255,255,1.236,1.782
512,4.058E-5,255,255,255,2.791,1.784
513,2.029E-5,255,255,255,6.912,1.782
514,4.058E-5,255,255,255,2.725,1.786
515,2.029E-5,255,255,255,4.831,1.786
516,2.029E-5,255,255,255,5.088,1.786
517,2.029E-5,255,255,255,1.718,1.791
518,2.029E-5,255,255,255,2.957,1.791
519,2.029E-5,255,255,255,3.714,1.791
520,4.058E-5,255,255,255,1.836,1.797
521,8.116E-5,255,255,255,2.083,1.797
522,2.029E-5,255,255,255,2.755,1.795
523,6.087E-5,255,255,255,3.034,1.795
524,2.029E-5,255,255,255,3.381,1.795
525,2.029E-5,255,255,255,3.412,1.795
526,2.029E-5,255,255,255,4.718,1.795
527,2.029E-5,255,255,255,4.858,1.795
528,2.029E-5,255,255,255,4.926,1.795
529,4.058E-5,255,255,255,5.041,1.797
530,4.058E-5,255,255,255,5.052,1.797
531,6.087E-5,255,255,255,5.529,1.795
532,2.029E-5,255,255,255,6.583,1.795
533,2.029E-5,255,255,255,6.921,1.795
534,2.029E-5,255,255,255,7.173,1.795
535,2.029E-5,255,255,255,7.813,1.795
536,6.087E-5,255,255,255,8.059,1.800
537,2.029E-5,255,255,255,1.133,1.800
538,2.029E-5,255,255,255,1.588,1.800
539,1.623E-4,255,255,255,2.638,1.809
540,2.029E-5,255,255,255,2.881,1.800
541,2.029E-5,255,255,255,2.890,1.800
542,2.029E-5,255,255,255,3.106,1.800
543,2.029E-5,255,255,255,5.070,1.800
544,2.029E-5,255,255,255,7.277,1.800
545,2.029E-5,255,255,255,7.646,1.800
546,2.029E-5,255,255,255,0.908,1.804
547,4.058E-5,255,255,255,2.662,1.806
548,2.029E-5,255,255,255,3.372,1.804
549,2.029E-5,255,255,255,5.259,1.804
550,2.029E-5,255,255,255,8.083,1.804
551,2.029E-5,255,255,255,1.520,1.809
552,2.029E-5,255,255,255,1.840,1.809
553,6.087E-5,255,255,255,5.061,1.810
554,8.116E-5,255,255,255,5.172,1.813
555,2.029E-5,255,255,255,5.376,1.809
556,4.058E-5,255,255,255,7.050,1.809
557,2.029E-5,255,255,255,8.052,1.809
558,8.116E-5,255,255,255,2.009,1.815
559,2.029E-5,255,255,255,2.178,1.813
560,2.029E-5,255,255,255,2.538,1.813
561,2.029E-5,255,255,255,2.574,1.813
562,4.058E-5,255,255,255,2.770,1.813
563,2.029E-5,255,255,255,2.876,1.813
564,2.029E-5,255,255,255,3.124,1.813
565,2.029E-5,255,255,255,3.236,1.813
566,2.029E-5,255,255,255,3.264,1.813
567,2.029E-5,255,255,255,3.367,1.813
568,2.029E-5,255,255,255,5.255,1.813
569,2.029E-5,255,255,255,1.822,1.818
570,2.029E-5,255,255,255,2.827,1.818
571,2.029E-5,255,255,255,5.074,1.818
572,2.029E-5,255,255,255,7.583,1.818
573,2.029E-5,255,255,255,7.782,1.818
574,6.087E-5,255,255,255,5.239,1.827
575,1.420E-4,255,255,255,1.636,1.832
576,2.029E-5,255,255,255,1.669,1.827
577,2.029E-5,255,255,255,1.755,1.827
578,2.029E-5,255,255,255,3.953,1.827
579,2.029E-5,255,255,255,4.259,1.827
580,4.058E-5,255,255,255,5.050,1.829
581,2.029E-5,255,255,255,6.736,1.827
582,2.029E-5,255,255,255,1.529,1.831
583,2.029E-5,255,255,255,1.624,1.831
584,2.029E-5,255,255,255,2.403,1.831
585,6.087E-5,255,255,255,3.071,1.836
586,2.029E-5,255,255,255,3.236,1.831
587,2.029E-5,255,255,255,3.840,1.831
588,2.029E-5,255,255,255,4.664,1.831
589,2.029E-5,255,255,255,4.908,1.831
590,2.029E-5,255,255,255,5.011,1.831
591,2.029E-5,255,255,255,5.255,1.831
592,2.029E-5,255,255,255,5.376,1.831
593,2.029E-5,255,255,255,7.061,1.831
594,2.029E-5,255,255,255,6.971,1.836
595,2.029E-5,255,255,255,1.137,1.840
596,4.058E-5,255,255,255,1.595,1.840
597,2.029E-5,255,255,255,2.002,1.840
598,2.029E-5,255,255,255,2.764,1.840
599,1.623E-4,255,255,255,5.002,1.843
600,4.058E-5,255,255,255,6.944,1.842
601,2.029E-5,255,255,255,2.727,1.845
602,2.029E-5,255,255,255,3.092,1.845
603,2.029E-5,255,255,255,3.101,1.845
604,2.029E-5,255,255,255,5.268,1.845
605,4.058E-5,255,255,255,5.302,1.847
606,2.029E-5,255,255,255,6.953,1.845
607,2.029E-5,255,255,255,2.173,1.849
608,2.029E-5,255,255,255,2.480,1.849
